Word;Negative;Positive
CIRCULARIZE;0;0
CIRCULARIZED;0;0
CIRCULARIZES;0;0
CIRCULARIZING;0;0
CIRCULARLY;0;0
CIRCULARS;0;0
CIRCULATE;0;0
CIRCULATED;0;0
CIRCULATES;0;0
CIRCULATING;0;0
CIRCULATION;0;0
CIRCULATIONS;0;0
CIRCULATORY;0;0
CIRCUMCISE;0;0
CIRCUMCISED;0;0
CIRCUMCISES;0;0
CIRCUMCISING;0;0
CIRCUMCISION;0;0
CIRCUMCISIONS;0;0
CIRCUMFERENCE;0;0
CIRCUMFERENCES;0;0
CIRCUMFERENTIAL;0;0
CIRCUMFLEX;0;0
CIRCUMFLEXES;0;0
CIRCUMLOCUTION;0;0
CIRCUMLOCUTIONS;0;0
CIRCUMNAVIGATE;0;0
CIRCUMNAVIGATED;0;0
CIRCUMNAVIGATES;0;0
CIRCUMNAVIGATING;0;0
CIRCUMNAVIGATION;0;0
CIRCUMNAVIGATIONS;0;0
CIRCUMPOLAR;0;0
CIRCUMSCRIBE;0;0
CIRCUMSCRIBED;0;0
CIRCUMSCRIBES;0;0
CIRCUMSCRIBING;0;0
CIRCUMSCRIPTION;0;0
CIRCUMSCRIPTIONS;0;0
CIRCUMSPECT;0;0
CIRCUMSPECTION;0;0
CIRCUMSPECTIONS;0;0
CIRCUMSPECTLY;0;0
CIRCUMSTANCE;0;0
CIRCUMSTANCED;0;0
CIRCUMSTANCES;0;0
CIRCUMSTANCING;0;0
CIRCUMSTANTIAL;0;0
CIRCUMSTANTIALLY;0;0
CIRCUMVENT;2009;0
CIRCUMVENTED;2009;0
CIRCUMVENTING;2009;0
CIRCUMVENTION;2009;0
CIRCUMVENTIONS;2009;0
CIRCUMVENTS;2009;0
CIRCUS;0;0
CIRCUSES;0;0
CIRQUE;0;0
CIRQUES;0;0
CIRRHOSES;0;0
CIRRHOSIS;0;0
CIRRHOTIC;0;0
CIRRHOTICS;0;0
CIRRI;0;0
CIRRUS;0;0
CISTERN;0;0
CISTERNS;0;0
CITADEL;0;0
CITADELS;0;0
CITATION;0;0
CITATIONS;0;0
CITE;0;0
CITED;0;0
CITES;0;0
CITIES;0;0
CITIFIED;0;0
CITING;0;0
CITIZEN;0;0
CITIZENRIES;0;0
CITIZENRY;0;0
CITIZENS;0;0
CITIZENSHIP;0;0
CITIZENSHIPS;0;0
CITRATE;0;0
CITRIC;0;0
CITRON;0;0
CITRONELLA;0;0
CITRONELLAS;0;0
CITRONS;0;0
CITROUS;0;0
CITRUS;0;0
CITRUSES;0;0
CITY;0;0
CIVET;0;0
CIVETS;0;0
CIVIC;0;0
CIVICS;0;0
CIVIES;0;0
CIVIL;0;0
CIVILIAN;0;0
CIVILIANS;0;0
CIVILISATION;0;0
CIVILISATIONS;0;0
CIVILISE;0;0
CIVILISED;0;0
CIVILISES;0;0
CIVILISING;0;0
CIVILITIES;0;0
CIVILITY;0;0
CIVILIZATION;0;0
CIVILIZATIONS;0;0
CIVILIZE;0;0
CIVILIZED;0;0
CIVILIZES;0;0
CIVILIZING;0;0
CIVILLY;0;0
CIVVIES;0;0
CLACK;0;0
CLACKED;0;0
CLACKING;0;0
CLACKS;0;0
CLAD;0;0
CLADDING;0;0
CLADDINGS;0;0
CLAIM;0;0
CLAIMABLE;0;0
CLAIMANT;0;0
CLAIMANTS;0;0
CLAIMED;0;0
CLAIMER;0;0
CLAIMERS;0;0
CLAIMHOLDER;0;0
CLAIMHOLDERS;0;0
CLAIMING;2009;0
CLAIMS;2009;0
CLAIRVOYANCE;0;0
CLAIRVOYANCES;0;0
CLAIRVOYANT;0;0
CLAIRVOYANTS;0;0
CLAM;0;0
CLAMBAKE;0;0
CLAMBAKES;0;0
CLAMBER;0;0
CLAMBERED;0;0
CLAMBERER;0;0
CLAMBERERS;0;0
CLAMBERING;0;0
CLAMBERS;0;0
CLAMMED;0;0
CLAMMIER;0;0
CLAMMIEST;0;0
CLAMMILY;0;0
CLAMMINESS;0;0
CLAMMINESSES;0;0
CLAMMING;0;0
CLAMMY;0;0
CLAMOR;0;0
CLAMORED;0;0
CLAMORING;0;0
CLAMOROUS;0;0
CLAMORS;0;0
CLAMOUR;0;0
CLAMOURED;0;0
CLAMOURING;0;0
CLAMOURS;0;0
CLAMP;0;0
CLAMPDOWN;0;0
CLAMPDOWNS;0;0
CLAMPED;0;0
CLAMPING;0;0
CLAMPS;0;0
CLAMS;0;0
CLAMSHELL;0;0
CLAN;0;0
CLANDESTINE;0;0
CLANDESTINELY;0;0
CLANG;0;0
CLANGED;0;0
CLANGING;0;0
CLANGOR;0;0
CLANGOROUS;0;0
CLANGOROUSLY;0;0
CLANGORS;0;0
CLANGOUR;0;0
CLANGOURS;0;0
CLANGS;0;0
CLANK;0;0
CLANKED;0;0
CLANKING;0;0
CLANKS;0;0
CLANNISH;0;0
CLANNISHNESS;0;0
CLANNISHNESSES;0;0
CLANS;0;0
CLANSMAN;0;0
CLANSMEN;0;0
CLAP;0;0
CLAPBOARD;0;0
CLAPBOARDED;0;0
CLAPBOARDING;0;0
CLAPBOARDS;0;0
CLAPPED;0;0
CLAPPER;0;0
CLAPPERS;0;0
CLAPPING;0;0
CLAPPINGS;0;0
CLAPS;0;0
CLAPTRAP;0;0
CLAPTRAPS;0;0
CLAQUE;0;0
CLAQUES;0;0
CLARET;0;0
CLARETS;0;0
CLARIFICATION;0;0
CLARIFICATIONS;0;0
CLARIFIED;0;0
CLARIFIERS;0;0
CLARIFIES;0;0
CLARIFY;0;0
CLARIFYING;0;0
CLARINET;0;0
CLARINETIST;0;0
CLARINETISTS;0;0
CLARINETS;0;0
CLARINETTIST;0;0
CLARINETTISTS;0;0
CLARION;0;0
CLARIONS;0;0
CLARITIES;0;0
CLARITY;0;0
CLASH;0;0
CLASHED;0;0
CLASHES;0;0
CLASHING;0;0
CLASP;0;0
CLASPED;0;0
CLASPING;0;0
CLASPS;0;0
CLASS;0;0
CLASSED;0;0
CLASSES;0;0
CLASSIC;0;0
CLASSICAL;0;0
CLASSICALLY;0;0
CLASSICALS;0;0
CLASSICISM;0;0
CLASSICISMS;0;0
CLASSICIST;0;0
CLASSICISTS;0;0
CLASSICS;0;0
CLASSIER;0;0
CLASSIEST;0;0
CLASSIFIABLE;0;0
CLASSIFICATION;0;0
CLASSIFICATIONS;0;0
CLASSIFIED;0;0
CLASSIFIEDS;0;0
CLASSIFIER;0;0
CLASSIFIERS;0;0
CLASSIFIES;0;0
CLASSIFY;0;0
CLASSIFYING;0;0
CLASSINESS;0;0
CLASSINESSES;0;0
CLASSING;0;0
CLASSLESS;0;0
CLASSMATE;0;0
CLASSMATES;0;0
CLASSROOM;0;0
CLASSROOMS;0;0
CLASSWORK;0;0
CLASSWORKS;0;0
CLASSY;0;0
CLATTER;0;0
CLATTERED;0;0
CLATTERING;0;0
CLATTERS;0;0
CLAUSAL;0;0
CLAUSE;0;0
CLAUSES;0;0
CLAUSTROPHOBIA;0;0
CLAUSTROPHOBIAS;0;0
CLAUSTROPHOBIC;0;0
CLAVICHORD;0;0
CLAVICHORDS;0;0
CLAVICLE;0;0
CLAVICLES;0;0
CLAVIER;0;0
CLAVIERS;0;0
CLAW;0;0
CLAWBACK;2009;0
CLAWBACKS;0;0
CLAWED;0;0
CLAWING;0;0
CLAWS;0;0
CLAY;0;0
CLAYEY;0;0
CLAYIER;0;0
CLAYIEST;0;0
CLAYS;0;0
CLEAN;0;0
CLEANABLE;0;0
CLEANED;0;0
CLEANER;0;0
CLEANERS;0;0
CLEANEST;0;0
CLEANING;0;0
CLEANINGS;0;0
CLEANLIER;0;0
CLEANLIEST;0;0
CLEANLINESS;0;0
CLEANLINESSES;0;0
CLEANLY;0;0
CLEANNESS;0;0
CLEANNESSES;0;0
CLEANOUT;0;0
CLEANROOM;0;0
CLEANROOMS;0;0
CLEANS;0;0
CLEANSE;0;0
CLEANSED;0;0
CLEANSER;0;0
CLEANSERS;0;0
CLEANSES;0;0
CLEANSING;0;0
CLEANUP;0;0
CLEANUPS;0;0
CLEAR;0;0
CLEARABLE;0;0
CLEARANCE;0;0
CLEARANCES;0;0
CLEARED;0;0
CLEARER;0;0
CLEAREST;0;0
CLEARHEADED;0;0
CLEARING;0;0
CLEARINGHOUSE;0;0
CLEARINGHOUSES;0;0
CLEARINGS;0;0
CLEARLY;0;0
CLEARNESS;0;0
CLEARNESSES;0;0
CLEARS;0;0
CLEAT;0;0
CLEATS;0;0
CLEAVAGE;0;0
CLEAVAGES;0;0
CLEAVE;0;0
CLEAVED;0;0
CLEAVER;0;0
CLEAVERS;0;0
CLEAVES;0;0
CLEAVING;0;0
CLEF;0;0
CLEFS;0;0
CLEFT;0;0
CLEFTS;0;0
CLEMATIS;0;0
CLEMATISES;0;0
CLEMENCIES;0;0
CLEMENCY;0;0
CLEMENT;0;0
CLEMENTLY;0;0
CLENCH;0;0
CLENCHED;0;0
CLENCHES;0;0
CLENCHING;0;0
CLERESTORIES;0;0
CLERESTORY;0;0
CLERGIES;0;0
CLERGY;0;0
CLERGYMAN;0;0
CLERGYMEN;0;0
CLERGYWOMAN;0;0
CLERGYWOMEN;0;0
CLERIC;0;0
CLERICAL;0;0
CLERICALISM;0;0
CLERICALISMS;0;0
CLERICALLY;0;0
CLERICS;0;0
CLERK;0;0
CLERKED;0;0
CLERKING;0;0
CLERKS;0;0
CLERKSHIP;0;0
CLERKSHIPS;0;0
CLEVER;0;0
CLEVERER;0;0
CLEVEREST;0;0
CLEVERLY;0;0
CLEVERNESS;0;0
CLEVERNESSES;0;0
CLEVIS;0;0
CLEVISES;0;0
CLEW;0;0
CLEWED;0;0
CLEWING;0;0
CLEWS;0;0
CLICHE;0;0
CLICHED;0;0
CLICHES;0;0
CLICK;0;0
CLICKED;0;0
CLICKER;0;0
CLICKERS;0;0
CLICKING;0;0
CLICKS;0;0
CLIENT;0;0
CLIENTELE;0;0
CLIENTELES;0;0
CLIENTS;0;0
CLIFF;0;0
CLIFFHANGER;0;0
CLIFFHANGERS;0;0
CLIFFS;0;0
CLIMACTERIC;0;0
CLIMACTERICS;0;0
CLIMACTIC;0;0
CLIMATE;0;0
CLIMATES;0;0
CLIMATIC;0;0
CLIMATICALLY;0;0
CLIMATOLOGIES;0;0
CLIMATOLOGIST;0;0
CLIMATOLOGISTS;0;0
CLIMATOLOGY;0;0
CLIMAX;0;0
CLIMAXED;0;0
CLIMAXES;0;0
CLIMAXING;0;0
CLIMB;0;0
CLIMBABLE;0;0
CLIMBED;0;0
CLIMBER;0;0
CLIMBERS;0;0
CLIMBING;0;0
CLIMBINGS;0;0
CLIMBS;0;0
CLIME;0;0
CLIMES;0;0
CLINCH;0;0
CLINCHED;0;0
CLINCHER;0;0
CLINCHERS;0;0
CLINCHES;0;0
CLINCHING;0;0
CLING;0;0
CLINGER;0;0
CLINGERS;0;0
CLINGIER;0;0
CLINGIEST;0;0
CLINGING;0;0
CLINGS;0;0
CLINGY;0;0
CLINIC;0;0
CLINICAL;0;0
CLINICALLY;0;0
CLINICIAN;0;0
CLINICIANS;0;0
CLINICS;0;0
CLINK;0;0
CLINKED;0;0
CLINKER;0;0
CLINKERS;0;0
CLINKING;0;0
CLINKS;0;0
CLIOMETRIC;0;0
CLIOMETRICIAN;0;0
CLIOMETRICIANS;0;0
CLIOMETRICS;0;0
CLIP;0;0
CLIPBOARD;0;0
CLIPBOARDS;0;0
CLIPPED;0;0
CLIPPER;0;0
CLIPPERS;0;0
CLIPPING;0;0
CLIPPINGS;0;0
CLIPS;0;0
CLIPT;0;0
CLIQUE;0;0
CLIQUES;0;0
CLIQUEY;0;0
CLIQUIER;0;0
CLIQUIEST;0;0
CLIQUISH;0;0
CLIQUISHLY;0;0
CLIQUISHNESS;0;0
CLIQUISHNESSES;0;0
CLITORAL;0;0
CLITORIDES;0;0
CLITORIS;0;0
CLITORISES;0;0
CLOACA;0;0
CLOACAE;0;0
CLOACAS;0;0
CLOAK;0;0
CLOAKED;0;0
CLOAKING;0;0
CLOAKROOM;0;0
CLOAKROOMS;0;0
CLOAKS;0;0
CLOBBER;0;0
CLOBBERED;0;0
CLOBBERING;0;0
CLOBBERS;0;0
CLOCHE;0;0
CLOCHES;0;0
CLOCK;0;0
CLOCKED;0;0
CLOCKING;0;0
CLOCKS;0;0
CLOCKWISE;0;0
CLOCKWORK;0;0
CLOCKWORKS;0;0
CLOD;0;0
CLODDISH;0;0
CLODHOPPER;0;0
CLODHOPPERS;0;0
CLODS;0;0
CLOG;0;0
CLOGGED;0;0
CLOGGING;0;0
CLOGS;0;0
CLOISONNE;0;0
CLOISONNES;0;0
CLOISTER;0;0
CLOISTERED;0;0
CLOISTERING;0;0
CLOISTERS;0;0
CLOISTRAL;0;0
CLOMP;0;0
CLOMPED;0;0
CLOMPING;0;0
CLOMPS;0;0
CLONAL;0;0
CLONE;0;0
CLONED;0;0
CLONES;0;0
CLONING;0;0
CLONK;0;0
CLONKED;0;0
CLONKING;0;0
CLONKS;0;0
CLOP;0;0
CLOPIDOGREL;0;0
CLOPPED;0;0
CLOPPING;0;0
CLOPS;0;0
CLOSE;0;0
CLOSED;2009;0
CLOSEDOWN;0;0
CLOSEFISTED;0;0
CLOSELY;0;0
CLOSEMOUTHED;0;0
CLOSENESS;0;0
CLOSENESSES;0;0
CLOSEOUT;2009;0
CLOSEOUTS;2009;0
CLOSER;0;0
CLOSES;0;0
CLOSEST;0;0
CLOSET;0;0
CLOSETED;0;0
CLOSETING;0;0
CLOSETS;0;0
CLOSEUP;0;0
CLOSEUPS;0;0
CLOSING;2009;0
CLOSINGS;2009;0
CLOSURE;2009;0
CLOSURES;2009;0
CLOT;0;0
CLOTH;0;0
CLOTHE;0;0
CLOTHED;0;0
CLOTHES;0;0
CLOTHESHORSE;0;0
CLOTHESHORSES;0;0
CLOTHESLINE;0;0
CLOTHESLINES;0;0
CLOTHESPIN;0;0
CLOTHESPINS;0;0
CLOTHIER;0;0
CLOTHIERS;0;0
CLOTHING;0;0
CLOTHINGS;0;0
CLOTHS;0;0
CLOTS;0;0
CLOTTED;0;0
CLOTTING;0;0
CLOTURE;0;0
CLOTURES;0;0
CLOUD;0;0
CLOUDBURST;0;0
CLOUDBURSTS;0;0
CLOUDED;0;0
CLOUDIER;0;0
CLOUDIEST;0;0
CLOUDINESS;0;0
CLOUDINESSES;0;0
CLOUDING;0;0
CLOUDLESS;0;0
CLOUDS;0;0
CLOUDY;0;0
CLOUT;0;0
CLOUTED;0;0
CLOUTING;0;0
CLOUTS;0;0
CLOVE;0;0
CLOVEN;0;0
CLOVER;0;0
CLOVERLEAF;0;0
CLOVERLEAFS;0;0
CLOVERLEAVES;0;0
CLOVERS;0;0
CLOVES;0;0
CLOWN;0;0
CLOWNED;0;0
CLOWNING;0;0
CLOWNISH;0;0
CLOWNISHLY;0;0
CLOWNISHNESS;0;0
CLOWNISHNESSES;0;0
CLOWNS;0;0
CLOY;0;0
CLOYED;0;0
CLOYING;0;0
CLOYS;0;0
CLUB;0;0
CLUBBED;0;0
CLUBBING;0;0
CLUBFEET;0;0
CLUBFOOT;0;0
CLUBFOOTED;0;0
CLUBHEAD;0;0
CLUBHEADS;0;0
CLUBHOUSE;0;0
CLUBHOUSES;0;0
CLUBS;0;0
CLUCK;0;0
CLUCKED;0;0
CLUCKING;0;0
CLUCKS;0;0
CLUE;0;0
CLUED;0;0
CLUEING;0;0
CLUELESS;0;0
CLUES;0;0
CLUING;0;0
CLUMP;0;0
CLUMPED;0;0
CLUMPIER;0;0
CLUMPIEST;0;0
CLUMPING;0;0
CLUMPS;0;0
CLUMPY;0;0
CLUMSIER;0;0
CLUMSIEST;0;0
CLUMSILY;0;0
CLUMSINESS;0;0
CLUMSINESSES;0;0
CLUMSY;0;0
CLUNG;0;0
CLUNK;0;0
CLUNKED;0;0
CLUNKER;0;0
CLUNKERS;0;0
CLUNKIER;0;0
CLUNKIEST;0;0
CLUNKING;0;0
CLUNKS;0;0
CLUNKY;0;0
CLUSTER;0;0
CLUSTERED;0;0
CLUSTERING;0;0
CLUSTERS;0;0
CLUTCH;0;0
CLUTCHED;0;0
CLUTCHES;0;0
CLUTCHING;0;0
CLUTTER;0;0
CLUTTERED;0;0
CLUTTERING;0;0
CLUTTERS;0;0
CNIDARIAN;0;0
CNIDARIANS;0;0
COACH;0;0
COACHED;0;0
COACHES;0;0
COACHING;0;0
COACHMAN;0;0
COACHMEN;0;0
COADJUTOR;0;0
COADJUTORS;0;0
COAGULANT;0;0
COAGULANTS;0;0
COAGULATE;0;0
COAGULATED;0;0
COAGULATES;0;0
COAGULATING;0;0
COAGULATION;0;0
COAGULATIONS;0;0
COAGULATOR;0;0
COAGULATORS;0;0
COAL;0;0
COALBED;0;0
COALED;0;0
COALESCE;0;0
COALESCED;0;0
COALESCENCE;0;0
COALESCENCES;0;0
COALESCENT;0;0
COALESCES;0;0
COALESCING;0;0
COALFACE;0;0
COALFACES;0;0
COALING;0;0
COALITION;0;0
COALITIONIST;0;0
COALITIONISTS;0;0
COALITIONS;0;0
COALS;0;0
COARSE;0;0
COARSELY;0;0
COARSEN;0;0
COARSENED;0;0
COARSENESS;0;0
COARSENESSES;0;0
COARSENING;0;0
COARSENS;0;0
COARSER;0;0
COARSEST;0;0
COAST;0;0
COASTAL;0;0
COASTED;0;0
COASTER;0;0
COASTERS;0;0
COASTING;0;0
COASTLINE;0;0
COASTLINES;0;0
COASTS;0;0
COAT;0;0
COATED;0;0
COATING;0;0
COATINGS;0;0
COATS;0;0
COATTAIL;0;0
COATTAILS;0;0
COAUTHOR;0;0
COAUTHORED;0;0
COAUTHORING;0;0
COAUTHORS;0;0
COAX;0;0
COAXED;0;0
COAXER;0;0
COAXERS;0;0
COAXES;0;0
COAXIAL;0;0
COAXING;0;0
COAXINGLY;0;0
COB;0;0
COBALT;0;0
COBALTS;0;0
COBBLE;0;0
COBBLED;0;0
COBBLER;0;0
COBBLERS;0;0
COBBLES;0;0
COBBLESTONE;0;0
COBBLESTONES;0;0
COBBLING;0;0
COBRA;0;0
COBRAS;0;0
COBS;0;0
COBWEB;0;0
COBWEBBIER;0;0
COBWEBBIEST;0;0
COBWEBBY;0;0
COBWEBS;0;0
COCA;0;0
COCAIN;0;0
COCAINE;0;0
COCAINES;0;0
COCAINS;0;0
COCAS;0;0
COCCI;0;0
COCCUS;0;0
COCCYGES;0;0
COCCYX;0;0
COCCYXES;0;0
COCHINEAL;0;0
COCHINEALS;0;0
COCHLEA;0;0
COCHLEAE;0;0
COCHLEAR;0;0
COCHLEAS;0;0
COCK;0;0
COCKADE;0;0
COCKADES;0;0
COCKAMAMIE;0;0
COCKATOO;0;0
COCKATOOS;0;0
COCKATRICE;0;0
COCKATRICES;0;0
COCKCROW;0;0
COCKCROWS;0;0
COCKED;0;0
COCKEREL;0;0
COCKERELS;0;0
COCKEYED;0;0
COCKFIGHT;0;0
COCKFIGHTING;0;0
COCKFIGHTINGS;0;0
COCKFIGHTS;0;0
COCKIER;0;0
COCKIEST;0;0
COCKILY;0;0
COCKINESS;0;0
COCKINESSES;0;0
COCKING;0;0
COCKLE;0;0
COCKLES;0;0
COCKLESHELL;0;0
COCKLESHELLS;0;0
COCKNEY;0;0
COCKNEYS;0;0
COCKPIT;0;0
COCKPITS;0;0
COCKROACH;0;0
COCKROACHES;0;0
COCKS;0;0
COCKSCOMB;0;0
COCKSCOMBS;0;0
COCKSUCKER;0;0
COCKSUCKERS;0;0
COCKSURE;0;0
COCKTAIL;0;0
COCKTAILS;0;0
COCKY;0;0
COCO;0;0
COCOA;0;0
COCOANUT;0;0
COCOANUTS;0;0
COCOAS;0;0
COCONUT;0;0
COCONUTS;0;0
COCOON;0;0
COCOONED;0;0
COCOONING;0;0
COCOONS;0;0
COCOS;0;0
COD;0;0
CODA;0;0
CODAS;0;0
CODDLE;0;0
CODDLED;0;0
CODDLES;0;0
CODDLING;0;0
CODE;0;0
CODEBASE;0;0
CODEC;0;0
CODECS;0;0
CODED;0;0
CODEFENDANT;0;0
CODEFENDANTS;0;0
CODEINE;0;0
CODEINES;0;0
CODEPENDENCIES;0;0
CODEPENDENCY;0;0
CODEPENDENT;0;0
CODEPENDENTS;0;0
CODER;0;0
CODERS;0;0
CODES;0;0
CODESHARING;0;0
CODEVELOPMENT;0;0
CODEX;0;0
CODFISH;0;0
CODFISHES;0;0
CODGER;0;0
CODGERS;0;0
CODICES;0;0
CODICIL;0;0
CODICILS;0;0
CODIFICATION;0;0
CODIFICATIONS;0;0
CODIFIED;0;0
CODIFIER;0;0
CODIFIERS;0;0
CODIFIES;0;0
CODIFY;0;0
CODIFYING;0;0
CODING;0;0
CODPIECE;0;0
CODPIECES;0;0
CODS;0;0
COED;0;0
COEDS;0;0
COEDUCATION;0;0
COEDUCATIONAL;0;0
COEDUCATIONS;0;0
COEFFICIENT;0;0
COEFFICIENTS;0;0
COELENTERATE;0;0
COELENTERATES;0;0
COEQUAL;0;0
COEQUALLY;0;0
COEQUALS;0;0
COERCE;2009;0
COERCED;2009;0
COERCER;0;0
COERCERS;0;0
COERCES;2009;0
COERCING;2009;0
COERCION;2009;0
COERCIONS;0;0
COERCIVE;2009;0
COEVAL;0;0
COEVALLY;0;0
COEVALS;0;0
COEXIST;0;0
COEXISTED;0;0
COEXISTENCE;0;0
COEXISTENCES;0;0
COEXISTENT;0;0
COEXISTING;0;0
COEXISTS;0;0
COEXTENSIVE;0;0
COFFEE;0;0
COFFEECAKE;0;0
COFFEECAKES;0;0
COFFEEHOUSE;0;0
COFFEEHOUSES;0;0
COFFEEMAKER;0;0
COFFEEMAKERS;0;0
COFFEEPOT;0;0
COFFEEPOTS;0;0
COFFEES;0;0
COFFER;0;0
COFFERDAM;0;0
COFFERDAMS;0;0
COFFERS;0;0
COFFIN;0;0
COFFINED;0;0
COFFINING;0;0
COFFINS;0;0
COFOUNDED;0;0
COFOUNDER;0;0
COFOUNDERS;0;0
COG;0;0
COGENCIES;0;0
COGENCY;0;0
COGENERATION;0;0
COGENERATORS;0;0
COGENT;0;0
COGENTLY;0;0
COGITATE;0;0
COGITATED;0;0
COGITATES;0;0
COGITATING;0;0
COGITATION;0;0
COGITATIONS;0;0
COGITATIVE;0;0
COGITATOR;0;0
COGITATORS;0;0
COGNAC;0;0
COGNACS;0;0
COGNATE;0;0
COGNATES;0;0
COGNITION;0;0
COGNITIONAL;0;0
COGNITIONS;0;0
COGNITIVE;0;0
COGNITIVELY;0;0
COGNIZABLE;0;0
COGNIZANCE;0;0
COGNIZANCES;0;0
COGNIZANT;0;0
COGNOMEN;0;0
COGNOMENS;0;0
COGNOMINA;0;0
COGNOSCENTE;0;0
COGNOSCENTI;0;0
COGS;0;0
COGWHEEL;0;0
COGWHEELS;0;0
COHABIT;0;0
COHABITANT;0;0
COHABITANTS;0;0
COHABITATION;0;0
COHABITATIONS;0;0
COHABITED;0;0
COHABITING;0;0
COHABITS;0;0
COHEIR;0;0
COHEIRS;0;0
COHERE;0;0
COHERED;0;0
COHERENCE;0;0
COHERENCES;0;0
COHERENCIES;0;0
COHERENCY;0;0
COHERENT;0;0
COHERENTLY;0;0
COHERES;0;0
COHERING;0;0
COHESION;0;0
COHESIONS;0;0
COHESIVE;0;0
COHESIVELY;0;0
COHESIVENESS;0;0
COHESIVENESSES;0;0
COHO;0;0
COHORT;0;0
COHORTS;0;0
COHOS;0;0
COIF;0;0
COIFED;0;0
COIFFED;0;0
COIFFING;0;0
COIFFURE;0;0
COIFFURED;0;0
COIFFURES;0;0
COIFFURING;0;0
COIFING;0;0
COIFS;0;0
COIL;0;0
COILED;0;0
COILING;0;0
COILS;0;0
COIN;0;0
COINAGE;0;0
COINAGES;0;0
COINCIDE;0;0
COINCIDED;0;0
COINCIDENCE;0;0
COINCIDENCES;0;0
COINCIDENT;0;0
COINCIDENTAL;0;0
COINCIDENTALLY;0;0
COINCIDES;0;0
COINCIDING;0;0
COINED;0;0
COINER;0;0
COINERS;0;0
COINING;0;0
COINLESS;0;0
COINS;0;0
COINSURANCE;0;0
COINSURANCES;0;0
COINSURED;0;0
COINSURER;0;0
COITAL;0;0
COITUS;0;0
COITUSES;0;0
COKE;0;0
COKED;0;0
COKES;0;0
COKING;0;0
COLA;0;0
COLANDER;0;0
COLANDERS;0;0
COLAS;0;0
COLD;0;0
COLDBLOODED;0;0
COLDER;0;0
COLDEST;0;0
COLDLY;0;0
COLDNESS;0;0
COLDNESSES;0;0
COLDS;0;0
COLESLAW;0;0
COLESLAWS;0;0
COLEUS;0;0
COLEUSES;0;0
COLIC;0;0
COLICKY;0;0
COLICS;0;0
COLISEUM;0;0
COLISEUMS;0;0
COLITIS;0;0
COLITISES;0;0
COLLABORATE;0;2009
COLLABORATED;0;2009
COLLABORATES;0;2009
COLLABORATING;0;2009
COLLABORATION;0;2009
COLLABORATIONS;0;2009
COLLABORATIVE;0;2009
COLLABORATIVELY;0;0
COLLABORATOR;0;2009
COLLABORATORS;0;2009
COLLAGE;0;0
COLLAGEN;0;0
COLLAGENASE;0;0
COLLAGES;0;0
COLLAPSE;2009;0
COLLAPSED;2009;0
COLLAPSES;2009;0
COLLAPSIBLE;0;0
COLLAPSING;2009;0
COLLAR;0;0
COLLARBONE;0;0
COLLARBONES;0;0
COLLARD;0;0
COLLARDS;0;0
COLLARED;0;0
COLLARING;0;0
COLLARLESS;0;0
COLLARS;0;0
COLLATE;0;0
COLLATED;0;0
COLLATERAL;0;0
COLLATERALIZATION;0;0
COLLATERALIZE;0;0
COLLATERALIZED;0;0
COLLATERALIZES;0;0
COLLATERALIZING;0;0
COLLATERALLY;0;0
COLLATERALS;0;0
COLLATES;0;0
COLLATING;0;0
COLLATION;0;0
COLLATIONS;0;0
COLLATOR;0;0
COLLATORS;0;0
COLLEAGUE;0;0
COLLEAGUES;0;0
COLLECT;0;0
COLLECTABILITY;0;0
COLLECTABLE;0;0
COLLECTABLES;0;0
COLLECTED;0;0
COLLECTEDLY;0;0
COLLECTIBILITY;0;0
COLLECTIBLE;0;0
COLLECTIBLES;0;0
COLLECTIBLITY;0;0
COLLECTING;0;0
COLLECTION;0;0
COLLECTIONS;0;0
COLLECTIVE;0;0
COLLECTIVELY;0;0
COLLECTIVES;0;0
COLLECTIVISM;0;0
COLLECTIVISMS;0;0
COLLECTIVIST;0;0
COLLECTIVISTS;0;0
COLLECTIVITY;0;0
COLLECTIVIZATION;0;0
COLLECTIVIZATIONS;0;0
COLLECTIVIZE;0;0
COLLECTIVIZED;0;0
COLLECTIVIZES;0;0
COLLECTIVIZING;0;0
COLLECTOR;0;0
COLLECTORS;0;0
COLLECTS;0;0
COLLEEN;0;0
COLLEENS;0;0
COLLEGE;0;0
COLLEGES;0;0
COLLEGIAL;0;0
COLLEGIALITIES;0;0
COLLEGIALITY;0;0
COLLEGIALLY;0;0
COLLEGIAN;0;0
COLLEGIANS;0;0
COLLEGIATE;0;0
COLLIDE;0;0
COLLIDED;0;0
COLLIDES;0;0
COLLIDING;0;0
COLLIE;0;0
COLLIER;0;0
COLLIERIES;0;0
COLLIERS;0;0
COLLIERY;0;0
COLLIES;0;0
COLLISION;2009;0
COLLISIONS;2009;0
COLLOCATE;0;0
COLLOCATED;0;0
COLLOCATES;0;0
COLLOCATING;0;0
COLLOCATION;0;0
COLLOCATIONS;0;0
COLLOID;0;0
COLLOIDAL;0;0
COLLOIDS;0;0
COLLOQUIA;0;0
COLLOQUIAL;0;0
COLLOQUIALISM;0;0
COLLOQUIALISMS;0;0
COLLOQUIALLY;0;0
COLLOQUIES;0;0
COLLOQUIUM;0;0
COLLOQUIUMS;0;0
COLLOQUY;0;0
COLLUDE;2009;0
COLLUDED;2009;0
COLLUDES;2009;0
COLLUDING;2009;0
COLLUSION;2009;0
COLLUSIONS;2009;0
