word;polarity;Retranslation
splinting;1;attelles
hatch;1;Hatch
lock;1;serrure
school;1;école
schoolboy;1;lycéen
ecological;1;écologique
economy;1;économie
economy;1;économie
economic;1;économique
Scots;1;Sylvestre
flow;1;flux
earphone;1;écouteur
screen;1;écran
To write;1;Écrire
writing;1;écriture
Holy writing;1;Sainte Écriture
writer;1;écrivain
writing;1;écriture
Squirrel;1;Écureuil
stable;1;testing
building;1;bâtiment
build;1;construire
Edit;1;Edit
Editor;1;Rédacteur en chef
Edition;1;Edition
Edition;1;Edition
editorial;1;éditorial
editorial;1;éditorial
Quilt;1;Courtepointe
educational;1;l’éducation
education;1;éducation
sweetener;1;édulcorant
educate;1;éduquer les
perform;1;effectuer
effect;1;effet
personal effect;1;effet personnel
effective;1;efficace
effectively;1;efficacement
efficiency;1;efficacité
effigy;1;effigie
thinning;1;amincissement
taper;1;cône
effort;1;effort
effrontery;1;effronterie
equal;1;égal
also;1;aussi
Equalization;1;Péréquation
equalize;1;égaliser les
equality;1;égalité
respect;1;respecter
Muse;1;Muse
aegis;1;égide
Church;1;Église
ejaculation;1;éjaculation
ejaculate;1;éjaculer
development;1;développement
develop;1;développer
expand;1;Développez
elasticity;1;élasticité
elastic;1;élastique
election;1;élection
primary election;1;élection primaire
electorate;1;électorat
electricity;1;électricité
electric;1;électrique
elegance;1;élégance
elegant;1;élégant
element;1;élément
vital element;1;élément vital
breeding;1;de reproduction
elevation;1;élévation
student;1;Student
raise;1;soulever
student of terminal;1;élève de terminal
Cadet;1;Cadet
breeder;1;Eleveur
Elf;1;Elf
eligible;1;admissibles
elect;1;élire
ellipse;1;Ellipse
Lunate;1;Luniforme
ellipsoid;1;ellipsoïde
elliptical;1;elliptique
praise;1;louange
eloquence;1;éloquence
eloquent;1;éloquent
elucidation;1;élucidation
elucidate;1;élucider
email;1;Messagerie
emancipation;1;émancipation
emanate;1;émaner
packaging;1;emballage
Pack;1;Pack
Pier;1;Pier
boat;1;bateau
boarding;1;d’embarquement
ship;1;navire
hire;1;Location
beautify;1;embellir
beautification;1;embellissement
iconic;1;iconique
emblem;1;emblème
mouth;1;bouche
Tip;1;Astuce
Kiss;1;Baiser
clutch;1;embrayage
embryo;1;embryon
Emerald;1;Émeraude
Emerald;1;Émeraude
emergence;1;émergence
emerge;1;émergent
Emeritus;1;Émérite
issue;1;question
eminently;1;éminemment
eminence;1;Eminence
eminence;1;Eminence
Emir;1;Émir
Emir;1;Émir
emissary;1;émissaire
emotional;1;émotionnelle
package;1;paquet
Packer;1;Emballeur
empathy;1;empathie
wheelbase;1;Empattement
Emperor;1;Empereur
emphasis;1;accent
emphatic;1;emphatique
Empire;1;Empire
empirical;1;empiriques
Empiricism;1;Empirisme
location;1;emplacement
job;1;emploi
employer;1;employeur
Pocket;1;Poche
footprint;1;empreinte de pas
Mint not;1;Pas de menthe
eagerness;1;empressement
loan;1;prêt
borrow;1;emprunter
move;1;se déplacer
emulsion;1;émulsion
in general;1;en général
in abundance;1;en abondance
in activity;1;dans l’activité
agate;1;Agate
weightless;1;en apesanteur
Silver;1;Silver
ahead;1;avant
wooden;1;en bois
in good health;1;en bonne santé
in what concern;1;dans quelle inquiétude
in this;1;dans le présent
Chief;1;Chef
spiral staircase;1;escalier en colimaçon
in column;1;dans la colonne
continuous;1;continue
in correlation;1;en corrélation
cut;1;Coupe
in court: courses;1;en Cour : cours
developing;1;développement
smoothly;1;en douceur
Pewter;1;Étain
highlight;1;Mettez en surbrillance
do the same;1;faire la même chose
filigree;1;filigrane
in bloom;1;en fleurs
form of cone;1;forme de cône
form of grow;1;forme de grow
granite;1;granit
on the rise;1;à la hausse
Upstairs;1;A l’étage
in image;1;dans l’image
pending;1;en attente
wool;1;laine
marble;1;marbre
uphill;1;en montée
in movement;1;en mouvement
nickel;1;nickel
Optional;1;En option
in orbit;1;en orbite
Plush;1;Peluche
outdoor;1;en plein air
booming;1;en plein essor
in full form;1;en pleine forme
in feather;1;en plume
and more;1;et bien plus encore
in private;1;à huis clos
embossed;1;en relief
rattan;1;rotin
Satin;1;Satin
in series;1;dans la série
in sleep;1;dans le sommeil
pending;1;en attente
in synergy;1;en synergie
in the ground;1;dans le sol
in all;1;dans l’ensemble
in triple;1;en triple
corduroy;1;velours côtelé
in truth;1;en vérité
alive;1;Alive
in force;1;en vigueur
developing;1;développement
in sight;1;en vue
in case;1;dans le cas
in head;1;dans la tête
framing;1;cadrage
cash;1;trésorerie
overflex;1;overflex
speaker;1;haut-parleur
incense;1;encens
sequence;1;séquence
sequence;1;séquence
enchant;1;enchanter
Enchantment;1;Enchantement
enchanter;1;enchanteur
bid;1;enchère
bidder;1;soumissionnaire
Anvil;1;Enclume
notch;1;encoche
still exist;1;existent toujours
encourage;1;encourager les
ink;1;encre
encyclopedia;1;Metalship
endorsement;1;endossement
place;1;placer
endurance;1;endurance
energy;1;énergie
energetic;1;énergique
childhood;1;petite enfance
child;1;enfant
Toddler;1;Enfant en bas âge
straddle;1;Straddle
commitment;1;engagement
encompass;1;englober
craze;1;Craze
Garner;1;Garner
intoxication;1;intoxication
step over;1;enjamber
issue;1;question
playful;1;ludique
playfulness;1;enjouement
illuminator;1;illuminateur
snowmaking;1;enneigement artificiel
State;1;État
saying;1;dicton
investigation;1;enquête
investigate;1;enquêter sur
investigator;1;enquêteur
root;1;racine
record;1;compte rendu
Save;1;Enregistrer
recorder;1;enregistreur
enrich;1;enrichir
coating;1;revêtement
coating;1;revêtement
coat;1;manteau
wrap;1;Wrap
teacher;1;enseignant
teaches;1;enseigne
teach;1;enseigner
teaching;1;enseignement
Brighten up;1;Égayer
Sunshine;1;Sunshine
understanding;1;compréhension
hear;1;entendre
enthusiasm;1;enthousiasme
enthusiastic;1;enthousiaste
entirely;1;Tout à fait
entity;1;entité
funnel;1;entonnoir
surround;1;surround
intermission;1;entracte
lead;1;plomb
resulting;1;résultant
training;1;formation
Enter;1;Entrez
incoming;1;entrants
in the meantime;1;dans l’intervalle
intertwine;1;s’entrelacent
crotch;1;entrejambe
storage;1;stockage
warehouse;1;entrepôt
undertake;1;s’engagent
contractor;1;entrepreneur
funeral pump contractor;1;entrepreneur de pompe funèbre
company;1;compagnie
maintenance;1;entretien
glimpse;1;Aperçu
interview;1;Interview
Open;1;Ouvert
enumeration;1;énumération
list;1;liste
wrap;1;Wrap
envelope;1;enveloppe de
about;1;sur
Environ;1;Environ
environment;1;environnement
consider;1;envisager de
sending;1;envoi
send an sms to;1;Envoyez un sms au
wind turbine;1;turbine de vent
Spaniel;1;Épagneul
Bloom;1;Bloom
development;1;développement
savings;1;économies
impress;1;Impress
shoulder;1;épaule
ephemeris;1;Ephéméride
ephemeris;1;Ephéméride
spruce;1;épinette
grocery store;1;magasin d’alimentation
epidermis;1;épiderme
PIN;1;BROCHE
PIN;1;BROCHE
EPIC;1;ÉPOPÉE
Episcopal;1;Épiscopale
episode;1;épisode
episodic;1;épisodique
Splice;1;Épissure
Splice;1;Épissure
epithet;1;épithète
Epistle;1;Épître
EPIC;1;ÉPOPÉE
time;1;temps
marry;1;se marier
husband;1;mari
fall in love;1;Tomber amoureux
purification;1;purification
Ecuador;1;Équateur
equation;1;équation de
Equatorial;1;Équatorial
square;1;place
Equestrian;1;Équitation aux Jeux
equidistant;1;équidistants
Equilibration;1;Équilibration
balance;1;Balance
balance;1;Balance
crew;1;équipage
equipment;1;matériel
equip;1;équiper les
fair;1;juste
fairly;1;assez
riding;1;Circ.
equity;1;capitaux propres
equivalence;1;équivalence
amount to;1;s’élèvent à
erection;1;érection
erect;1;ériger
erotic;1;érotique
Scholar;1;Érudit
Squadron;1;Escadron
climbing;1;d’escalade
climb;1;montée
escalator;1;escalator
staircase;1;escalier
Getaway;1;Séjour & Weekend
escort;1;Escort girl
escort;1;Escort girl
Squad;1;Squad
esoteric;1;ésotérique
space;1;espace
space;1;espace
hope;1;espoir
life expectancy;1;espérance de vie
hope;1;espoir
ampersand;1;esperluette
hope;1;espoir
spirit;1;esprit
sketch;1;croquis
sketch;1;croquis
try: try;1;Essayez : essayez
essayist;1;essayiste
essential;1;essentiel
essentially;1;essentiellement
axle;1;essieu
boom;1;Boom
expressmart;1;Dépanneur
wipe;1;lingette
aesthetics;1;esthétique
aestheticism;1;esthétisme
estimate;1;estimation
esteem;1;estime de soi
estimate;1;estimation
summer;1;été
estivau;1;Estivau
stomach;1;estomac
estuary;1;estuaire
student;1;Student
sturgeon;1;esturgeon
establish;1;mettre en place
respected;1;respectés
Hotel;1;Hôtel
school;1;école
floor;1;plancher
shelf;1;plateau
prop;1;prop
Tin;1;Étain
stall;1;décrochage
display;1;afficher
Stallion;1;Stallion
waterproof;1;imperméable à l’eau
quench;1;Quench
important step;1;étape importante
State;1;État
support: support;1;soutien : soutien
eternity;1;éternité
Ethics;1;Déontologie
Ethnography;1;Ethnographie
Sparkle;1;Sparkle
sparkling;1;mousseux
spark;1;étincelle
etiology;1;étiologie
label;1;étiquette
label;1;étiquette
stretch;1;Stretch
stuff;1;Stuff
Star;1;Star
cracked;1;craquage
stole;1;étole
surprisingly;1;étonnamment
astonishment;1;étonnement
surprise;1;surprise
be the head;1;être le chef
being lie;1;étant le mensonge
being match;1;en match
be beneficial;1;être bénéfique
be a volunteer;1;faire du bénévolat
being characterize;1;être caractériser
be consistent with;1;être conforme aux
being domicile;1;cours à domicile
be learning;1;apprendre
get even;1;se venger
be radiant;1;être radieuse
study;1;étude
study of second year;1;étude de deuxième année
study of undergraduate unite;1;étude de premier cycle s’unissent
study of first year;1;étude de première année
study;1;étude
etymology;1;étymologie
Euchre;1;Euchre
evaluate;1;évaluer
evangelist;1;évangéliste
evangelist;1;évangéliste
Gospel;1;Gospel
Awakening;1;L’éveil
awaken;1;s’éveiller
event;1;événement
fortuitous event;1;cas fortuit
milestone;1;jalon
event;1;événement
range;1;gamme
fan;1;ventilateur
possibly;1;peut-être
Bishop;1;Évêque
of course;1;Bien sûr
obvious;1;évidente
evolve;1;évoluer
evolution;1;Evolution
evolution;1;Evolution
evoke;1;évoquent
exact;1;exact
accuracy;1;précision
exaltation;1;exaltation
exalt;1;exalter
consider carefully;1;examiner avec soin les
grant;1;Grant
exceed;1;dépasser
excellence;1;Excellence
excellent;1;Excellente
Excel;1;Excel
exception;1;exception
excitability;1;excitabilité
excitable;1;excitables
exciting;1;excitant
excitement;1;excitation
Excite;1;Exciter
excuse;1;excuse
Executive;1;Exécutif
exegesis;1;exégèse
copy;1;copie
example;1;exemple de
free;1;Gratuit
exempt;1;exonérées
exemption;1;exemption
exercise;1;exercice
exercise his pontificate;1;exercer son pontificat
exercise;1;exercice
physical exercise;1;exercice physique
exhortation;1;exhortation
existing;1;existants
exotic;1;exotiques
expansive;1;expansive
expansion;1;expansion
expedient;1;expédient
expedition;1;Expedition
experience;1;expérience
expert accountant Commissioner having;1;expert comptable commissaire ayant
Atonement;1;Expiation
explanation;1;explication
explain;1;expliquer
feat;1;feat
farm;1;ferme
forest exploitation;1;exploitation forestière
Explorer;1;Explorateur
explore;1;Explorez
Expo;1;Expo
exponential;1;exponentielle
export;1;Export
export;1;Export
Exhibitor;1;Exposant
exposing the grand line;1;exposant la ligne du grand
Express;1;Express
expressive;1;expressive
expression;1;expression
idiomatic expression;1;expression idiomatique
Express;1;Express
express its appreciation;1;exprimer sa gratitude
exquisite;1;exquise
Ecstasy;1;Extase
ecstatic;1;extatique
Extensible;1;Extensible
extension;1;extension
extirpate;1;extirper
Extractor;1;Extracteur
extraction;1;extraction
extract;1;extrait
extraodianires;1;extraodianires
extraordinary;1;extraordinaire
exuberance;1;exubérance
Exult;1;Exult
Fable;1;Fable
face;1;visage
facet;1;facette
easy to live;1;facile à vivre
easily;1;facilement
facilitate;1;faciliter
shaping;1;mise en forme
shape;1;forme
way;1;façon
factor;1;facteur de
Optionally;1;En option
Faculty;1;Corps professoral
earthenware;1;Articles en terre cuite
do;1;faire
appeal;1;appel
be careful;1;Fais attention
make gift;1;faire cadeau
campaigning;1;faire campagne
circulate;1;faire circuler
Trust;1;Fiducie
Cook on the barbecue;1;Faire cuire sur le barbecue
exercise;1;exercice
do the Luge;1;faire de la Luge
make the bike;1;faire de la moto
do the advertising;1;faire de la publicité
make the sculpture;1;faire de la sculpture
make the case;1;faire l’affaire
the compromise;1;le compromis
make the race;1;faire la course
the reserve;1;la réserve
canoeing;1;canoë-kayak
jogging;1;faire du jogging
model;1;modèle
make the glider;1;faire de la voile
sledding;1;traîneau à chiens
cope;1;Cope
infuse;1;faire infuser
make the Chronicle of;1;faire la chronique de
do the Court;1;faire la Cour
the errand;1;la course
partying;1;faire la fête
do the lesson;1;faire la leçon
do the clown;1;faire le clown
the mediator;1;le médiateur
Clowning;1;Faire le clown
make the store;1;faire le magasin
interview;1;Interview
Rotate;1;Faire pivoter
make happy;1;rendre heureux
refer to;1;se référer à
make his debut;1;faire ses débuts
to make his case;1;faire son affaire
make sign;1;faire signe
do more;1;faire plus
surface;1;surface
Rotate;1;Faire pivoter
make a leap;1;faire un saut
make a gesture;1;faire un geste
do a scan of;1;faire un scan de
a wave of the hand;1;un geste de la main
make a sign of the head;1;faire un signe de la tête
take a NAP;1;faire une sieste
make a poll;1;faire un sondage
take a hike;1;Faites une randonnée
make a discount;1;faire une remise
fairway;1;Fairway
feasibility;1;faisabilité
making authority;1;faisant autorité
the NAP;1;le Pan
beam;1;faisceau
fact and gesture;1;fait et geste
famously;1;célèbre
familiar;1;familier
familiarity;1;familiarité
familiar;1;familier
family;1;famille
fan;1;ventilateur
Fandango;1;Fandango
fanfare;1;fanfare
Pennant;1;Fanion
fantasy;1;Fantasy
blush;1;fard à joues
flour;1;farine
flour;1;farine
Faro;1;Faro
fascia;1;fascia
fascinate;1;fasciner
fascinating;1;fascinant
fascination;1;fascination
Wildlife;1;Faune
Warbler;1;Paruline
favor;1;favor
favorite;1;préférés
foster;1;favoriser la
favorite;1;préférés
fertility;1;fertilité
cornstarch;1;fécule de maïs
Federal;1;Fédéral
Federation;1;Fédération
fairy;1;fée
Fairyland;1;Pays des fées
congratulate;1;féliciter
feline;1;félin
female;1;femelle
feminist;1;féministe
femininity;1;féminité
woman;1;femme
housewife;1;femme au foyer
Maid;1;Femme de ménage
fatal woman;1;femme fatale
political woman;1;femme politique
window;1;fenêtre de
iron;1;fer
Horseshoe;1;Fer à cheval
close;1;fermer
firmly;1;fermement
to lock;1;pour verrouiller
firmness;1;fermeté
farmhouse;1;ferme
closing;1;fermeture
zipper;1;fermeture à glissière
Ferry;1;Ferry
fertile;1;fertiles
fertilize;1;fertiliser
buttock;1;fesse
Festival;1;Festival
celebrate;1;célébrer
Fireworks;1;Feux d’artifice
bonfire;1;feu de joie
foliage;1;feuillage
sheet;1;feuille
Browse;1;Parcourir
order paper;1;ordre du jour
hardwood;1;bois franc
reliability;1;fiabilité
reliable;1;fiable
engagement;1;engagement
get engaged;1;se fiancer
fiber;1;fibre
information sheet;1;fiche d’information
file;1;fichier
fiction;1;fiction
Fidelity;1;Fidélité
trustee;1;fiduciaire
pride;1;fierté
Fiesta;1;Fiesta
Figure;1;Figure
be included;1;être inclus
figurine;1;Figurine
wire;1;fil
filiation;1;filiation
sector;1;secteur
watermark;1;filigrane
girl;1;jeune fille
film;1;film
film;1;film
thread: son;1;thread : fils
filter;1;filtre
filter;1;filtre
Finally;1;Enfin
finalization;1;mise au point
Finance;1;Finance
Finance;1;Finance
financial;1;financier
finesse;1;finesse
finishing;1;finition
vial;1;flacon
firmament;1;firmament
firm;1;Cabinet
tax;1;taxe
fix;1;Difficulté
set the price;1;fixer le prix
bottle;1;bouteille
sniff;1;sniff
Torch;1;Torche
Blaze;1;Blaze
flannel;1;flanelle
Flaneur;1;Flaneur
Flash back;1;Retour de flamme
flattery;1;flatterie
arrow;1;flèche
flower;1;fleur
foil;1;fleuret
Bloom;1;Bloom
Florist;1;Fleuriste
River;1;Rivière
flexibility;1;flexibilité
flexible;1;flexible
bending;1;flexion
flirt;1;flirt
flirt;1;flirt
Snowflake;1;Flocon de neige
Bloom;1;Bloom
floral;1;floral
Flora;1;Flore
boosted;1;boosté
flourishing;1;en plein essor
buoyancy;1;flottabilité
floating;1;flottant
fleet;1;flotte
floating;1;flottant
float;1;flotteur
float;1;flotteur
fluctuate;1;fluctuer
fluctuating;1;fluctuant
fluid;1;liquide
fluidity;1;fluidité
fluo;1;fluo
fluorescence;1;fluorescence
fluorescent;1;fluorescent
fluorescent;1;fluorescent
flute;1;flûte
flutist;1;flûtiste
River;1;Rivière
Flyer;1;Flyer
jib;1;foc
focal;1;focal
focus;1;mise au point
faith;1;foi
faith: time;1;foi : temps
madness;1;folie
Folio;1;Folio
folk;1;folk
folklore;1;folklore
function;1;fonction
function;1;fonction
fundamental;1;fondamentaux
basically;1;fondamentalement
Foundation;1;Fondation
Foundation;1;Fondation
Base;1;Base de
Foundry;1;Fonderie
background: funds;1;fond : fonds
Fountain;1;Fontaine
Football;1;Football
Football;1;Football
green forest;1;verte forêt
forge;1;Forge
forge;1;Forge
Blacksmith;1;Forgeron
formality;1;formalité
training;1;formation
train;1;train
fitness;1;remise en forme
great;1;grande
form;1;formulaire
formulation;1;formulation
formula;1;formule
formulate;1;formuler des
tonic;1;tonique
fortification;1;fortification
Fortify;1;Fortifier
Fortune;1;Fortune
wealthy;1;riche
Forum;1;Forum
f.o.t.s.;1;fots
overjoyed;1;Overjoyed
scarf;1;écharpe
trample;1;fouler aux pieds
oven;1;four
fork;1;fourche
fork;1;fourche
batch;1;lot
provide;1;fournir
provider;1;fournisseur de
provision;1;fourniture
Office supply;1;Fournitures de bureau
fur;1;fourrure
Home;1;Accueil
fraction;1;fraction
fractional;1;fractionnaire
split;1;Split
fragment;1;fragment
fragmentary;1;fragmentaire
tuition;1;frais de scolarité
general fees;1;frais généraux
Strawberry;1;Fraise
Frankly;1;Franchement
cross;1;Croix
franchise;1;franchise
franchise;1;franchise
crossing;1;traversant
fringe;1;frange
fray;1;Fray
fringe bed;1;lit de frange
fraternally;1;fraternellement
fraternity;1;Fraternité
freelance;1;freelance
frigate;1;frégate
frequently;1;Foire
frequency;1;fréquence
frequent;1;fréquentes
attend;1;assister à
brother;1;frère
fresco;1;fresque
freight;1;transport de marchandises
freight;1;transport de marchandises
vibrating;1;vibrant
treat;1;traiter les
dashing;1;de landtsheer
curl;1;CURL
front end;1;front-end
cross-border;1;fusions-acquisitions internationales
frontispiece;1;Frontispice
frugal;1;frugal
fruit;1;fruits
stealthily;1;furtivement
time zone;1;fuseau horaire
illuminating rocket;1;fusée éclairante
fuse;1;fusible
Merge;1;Fusion
keg;1;Keg
future;1;future
groom;1;marié
Gage;1;Gage
earn bread;1;gagner le pain
win;1;victoire
win net;1;gagner net
gay;1;gay
gaiety;1;gaieté
Gala;1;Gala
GALANT;1;GALANT
gallantry;1;acte de bravoure
Galaxy;1;Galaxy
support;1;prise en charge
Gallery;1;Galerie
Merchant Gallery;1;Galerie marchande
Pebble;1;Pebble
braid;1;tresse
Gallop;1;Gallop
Gallop;1;Gallop
Galvanic;1;Galvanique
galvanize;1;galvaniser
galvanizing;1;galvanisation à chaud
Frolic;1;Frolic
Bowl;1;Bol
range;1;gamme
glove;1;gant
gauntlet;1;Gantelet
garage;1;Garage
guarantee;1;garantie
garantiesjustifies;1;garantiesjustifies
boy;1;garçon
boyish;1;garçonne
the body guard;1;le garde du corps
mud guard;1;garde boue
keep eating;1;continuer à manger
Guard furniture;1;Garde meubles
wardrobe;1;garde-robe
keep;1;garder
Guard;1;Garde
station;1;station
Warren;1;Warren
Park;1;Parc
Garnish;1;Garnir
Garrison;1;Garrison
upholstery;1;tapisserie d’ameublement
trim;1;Trim
gastronomy;1;gastronomie
gourmet;1;Gourmet
cake;1;gâteau
cheese cake;1;gâteau au fromage
wafer;1;Wafer
gauze;1;gaze
Gazelle;1;Gazelle
zoilus;1;Zoïle
Gazette;1;Gazette du
pipeline;1;pipeline
grass;1;herbe
twittering;1;gazouillis
Jay;1;Jay
Gemini;1;Gemini
Genealogy;1;Généalogie
General;1;Générales
generally;1;en général
General: General;1;Général : général
generality;1;généralité
generals;1;généraux
generator;1;générateur de
generation;1;génération
generate;1;générer des
generic;1;générique
generosity;1;générosité
Genesis;1;Genesis
Genetics;1;Génétique
awesome;1;génial
Engineering;1;Ingénierie
Heifer;1;Génisse
Sire;1;Sire
knee;1;genou
people;1;gens
Nice;1;Nice
gentleman;1;gentilhomme
kindness;1;bonté
Geography;1;Géographie
Geology;1;Géologie
geometry;1;géométrie
stewardship;1;intendance
Geranium;1;Géranium
Manager;1;Gestionnaire
manage;1;gérer
gestation;1;gestation
gesture;1;geste
management;1;gestion
Manager;1;Gestionnaire
vest;1;gilet
Gin;1;Gin
giraffe;1;girafe
weather vane;1;Girouette
cooler;1;glacière
clay;1;argile
Acorn;1;Acorn
globe;1;Globe
Globular;1;Globulaire
glory;1;gloire
glorification;1;glorification
glorify;1;glorifier
Glossary;1;Glossaire
giggle;1;le fou rire
giggling;1;fou rire
glucose;1;glucose
Cup;1;Coupe
golden retriever;1;Golden retriever
Golf;1;Golf
hinge;1;charnière
gondola;1;gondole
Gorge;1;Gorge
Gospel;1;Gospel
Kid;1;Kid
gouge;1;Gouge
gourmet;1;Gourmet
gusset;1;gousset
taste;1;goût
spicy taste;1;goût épicé
taste;1;goût
taster: tasty;1;dégustation : délicieux
tasty;1;savoureux
rudder;1;gouverne de direction
ruler;1;souverain
Government;1;Gouvernement
govern;1;gouverner
Governor;1;Gouverneur
Grace;1;Grace
Grace;1;Grace
free;1;Gratuit
gradation;1;gradation
grade;1;grade
Gradin;1;Gradin
gradually;1;peu à peu
seed;1;semences
grammar;1;grammaire
Gram;1;Gramme
Grand;1;Grand
General Ledger;1;Comptabilité générale
Department store;1;Grand magasin
big mother;1;grande mère
Grand Father;1;Grand Pere
greatly;1;grandement
greatness;1;grandeur
bombast;1;grandiloquence
grandiose;1;grandiose
grow;1;se développer
barn;1;Grange
Granite;1;Granit
chart;1;Tableau
graphics;1;Graphics
cluster;1;cluster
free;1;Gratuit
gratitude;1;gratitude
scratch sky;1;rayure ciel
free;1;Gratuit
free;1;Gratuit
burn;1;brûler
climb;1;montée
Gravitation;1;Gravitation
gravitate;1;gravitent
engraving;1;Gravure
woodcut;1;Gravure sur bois
GRE;1;GRE
rigging;1;gréement
registry;1;Registre
graft;1;greffon
Clerk;1;Greffier
graft;1;greffon
gregarious;1;grégaire
Garnet;1;Grenat
Attic;1;Grenier
sandstone;1;grès
Griffon;1;Griffon
snack;1;snack
Grill;1;Grill
Cricket;1;Cricket
climb;1;montée
Jackpot;1;Jackpot
chunk;1;Chunk
headline;1;Headline
pregnancy;1;grossesse
Group;1;Groupe
grouping;1;regroupement
crane;1;Crane
Ford;1;Ford
heal;1;guérir
healing;1;la guérison
Watchtower;1;Tour de guet
spotter;1;Spotter
one-stop;1;un guichet unique
guidance;1;conseils
Guide;1;Guide de
Guide;1;Guide de
Guide a boat;1;Guider un bateau
Guild;1;Guilde
Guinea;1;La Guinée
Garland;1;Garland
Guitar;1;Guitare
gym;1;salle de gym
gymnast;1;gymnaste
gymnastics;1;gymnastique
gyroscope;1;gyroscope
clever;1;habile
skill;1;Skill
empower;1;habiliter les
dress up;1;Relooker
clothing;1;vêtements
Habitat;1;Habitat
Home;1;Accueil
live;1;vivre
habit;1;habitude
usually;1;généralement
Hacienda;1;Hacienda
hedge;1;haie
Hale;1;Hale
Tan;1;Tan
breath;1;souffle
Hall;1;Hall
Beefeater;1;Beefeater
Halo;1;Halo
Hammock;1;Hamac
Hamlet;1;Hameau
Hip;1;Hanche
bold;1;"""BOLD"""
harem;1;harem
harmonica;1;harmonica
harmony;1;harmonie
harmoniously;1;harmonieusement
Harmonic;1;Harmonique
harmonize;1;harmoniser les
harp;1;harpe
random;1;au hasard
Fluke;1;Coup de chance
increase;1;augmentation
raise;1;soulever
speaker;1;haut-parleur
oboe;1;hautbois
high land;1;haute terre
height;1;hauteur
haven;1;Havre de paix
weekly;1;toutes les semaines
accommodation;1;Hébergement
hectare;1;hectare
hedonism;1;hédonisme
helical;1;hélicoïdal
Hematite;1;Hématite
Hemi;1;Hemi
Hemi;1;Hemi
hemisphere;1;hémisphère
hemispheric;1;hémisphérique
Heraldry;1;Héraldique
Herald;1;Herald
Herbarium;1;Herbier
hereditary;1;héréditaire
heredity;1;hérédité
hedgehog;1;hérisson
inherit;1;héritent
heir;1;héritier
hermeneutics;1;herméneutique
Heroa¯que;1;Heroa¯que
heroic;1;héroïque
heroism;1;héroïsme
Hero: Hero;1;Héros : héros
Motley;1;Motley
heterogeneity;1;hétérogénéité
heterogeneity;1;hétérogénéité
hour;1;heure
bedtime;1;heure du coucher
Fortunately;1;Heureusement
Hexagon;1;Hexagone
hierarchical;1;hiérarchique
Highlands;1;Hautes-terres
hilarious;1;hilarante
hilarity;1;hilarité
horse racing;1;courses de chevaux
swallow;1;Hirondelle
hoist;1;appareils de levage
histology;1;histologie
historiography;1;historiographie
history;1;histoire
hobby;1;Hobby
the nod;1;le clin de œil
nod of the head;1;hochement de tête
Hockey;1;Hockey sur
Homily;1;Homélie
Homeopathy;1;Homéopathie
homeopathic;1;homéopathiques
tribute;1;hommage
man;1;homme
man d State;1;homme d État
politician;1;homme politique
homogeneous;1;homogène
homogeneity;1;homogénéité
homology;1;homologie
counterpart;1;homologue
namesake;1;homonyme
honesty;1;honnêteté
honor;1;Honor
Honourable;1;Honorable
honor;1;Honor
Schedule;1;Annexe
horizon;1;horizon
horizontal;1;horizontal
horizontally;1;horizontalement
clock;1;horloge
horoscope;1;Horoscope
off-standard;1;hors-norme
horticultural;1;horticoles
Horticulture;1;Horticulture
hospitality;1;hospitalité
host;1;hôte
host;1;hôte
Hotel;1;Hôtel
Hood;1;Hotte
Hooray;1;Hourra
Huard;1;Huard
eighth;1;huitième
Human;1;Humaine
humanitarian;1;aide humanitaire
humanity;1;humanité
humble;1;humble
humbly;1;humblement
mood;1;humeur
humility;1;humilité
Hummer;1;Hummer
comedian;1;comédien
humorous;1;plein d’humour
hut;1;Hut
hydraulic;1;hydraulique
hydrodynamics;1;hydrodynamique
hydrogen;1;hydrogène
Hydrographic;1;Hydrographique du Canada
Hydrology;1;Hydrologie
Mead;1;Mead
hygiene;1;hygiène
hygieniqes;1;hygieniqes
hygienic;1;hygiénique
Anthem;1;Hymne
icon;1;icône
iconic;1;iconique
iconography;1;iconographie
idealism;1;idéalisme
idealist;1;idéaliste
idea;1;idée
Ditto;1;Idem
identification;1;identification
identify;1;identifier
identical;1;identiques
identically;1;identiquement
identity;1;identité
ideology;1;idéologie
idiomatic;1;idiomatiques
idiom;1;idiome
idolatry;1;idolâtrie
Idol;1;Idol
If;1;If
Igloo;1;Igloo
Yam;1;Igname
it be;1;serait-il
Island;1;Île
illumination;1;illumination
illuminate;1;s’allume pas
illustrative;1;illustrative
illustration;1;illustration
illustrate;1;illustrer
Island;1;Île
image;1;image
Imaging;1;Imagerie
imaginary;1;imaginaire
Imagine;1;Imaginez
imaginative;1;imaginatif
imagination;1;imagination
Imam;1;Imam
registration;1;enregistrement
immediate;1;immédiate
immediately;1;immédiatement
immediacy;1;immédiateté
immemorial;1;immémoriale
building;1;bâtiment
Immigration;1;Immigration
immobility;1;immobilité
immortality;1;immortalité
immortal;1;immortel
immutable;1;immuables
immunization;1;vaccination
immunize;1;immuniser
immune;1;système immunitaire
immunity;1;immunité
impartiality;1;impartialité
impeccable;1;irréprochable
imperatively;1;impérativement
Empress;1;Impératrice
Imperial;1;Imperial
Imperial;1;Imperial
imperishable;1;impérissable
waterproof;1;imperméable à l’eau
raincoat;1;imperméable
unflappable;1;imperturbable
relentless;1;implacable
implant;1;l’implant
