Word;Polarity;Retranslation
PARDONNER;1;FORGIVE
PARDONNÉ;1;FORGIVEN
PARDON;1;Excuse me
FORMALITÉ;1;FORMALITY
FORTIFIER;1;FORTIFY
COURAGE;1;Cheer up
CHANCEUX;1;LUCKY
VERS L’AVANT;1;FORWARD
FAMILLE D’ACCUEIL;1;HOST FAMILY
PARFUMÉ;1;FRAGRANT
FRANK;1;FRANK
GRATUIT;1;FREE
GRATUIT;1;FREE
GRATUIT;1;FREE
GRATUIT;1;FREE
GRATUIT;1;FREE
LIBERTÉ;1;FREEDOM
FRAIS;1;FEES
AMI (E);1;FRIEND (S)
AMICALE;1;FRIENDLY
AMITIÉ;1;FRIENDSHIP
FROLIC;1;FROLIC
FRUGAL;1;FRUGAL
FRUCTUEUSE;1;SUCCESSFUL
FRUITION;1;FRUITION
S’ACQUITTER DE;1;TO CARRY OUT
FULFILLMENT;1;FULFILLMENT
PLÉNITUDE;1;FULLNESS
amusement;1;fun
DRÔLE;1;FUNNY
DRÔLE;1;FUNNY
DRÔLE;1;FUNNY
GAIETÉ;1;GAIETY
GAIEMENT;1;GAILY
GAIN;1;GAIN
GAIN;1;GAIN
GALLANT;1;GALLANT
ACTE DE BRAVOURE;1;ACT OF BRAVERY
JEU;1;GAME
GARNIR;1;GARNISH
gay;1;gay
GÉNÉRER DES;1;GENERATE A
GÉNÉROSITÉ;1;GENEROSITY
GÉNÉREUX;1;GENEROUS
GENIAL;1;GREAT
GENIUS;1;GENIUS
GENTLE;1;GENTLE
VÉRITABLE;1;REAL
VERTIGE;1;VERTIGO
CADEAU;1;GIFT
DOUÉ;1;GIFTED
DONNER;1;To give
DONNER;1;To give
HEUREUX;1;HAPPY
HEUREUX;1;HAPPY
GLADDEN;1;GLADDEN
ALLÉGRESSE;1;JOY
GLAMOUR;1;GLAMOUR
GLAMOUR;1;GLAMOUR
LUEUR;1;GLOW
LUEUR;1;GLOW
GLANER;1;GLEAN
GLEE;1;GLEE
LUEUR;1;GLOW
GLISTEN;1;GLISTEN
GLISTEN;1;GLISTEN
PAILLETTES;1;GLITTER
PAILLETTES;1;GLITTER
GLORIFIER;1;GLORIFY
GLORIEUX;1;GLORIOUS
GLOIRE;1;GLORY
PAPIER GLACÉ;1;GLOSSY PAPER
GLOW;1;GLOW
GLOW;1;GLOW
DIVINE;1;DIVINE
PIÉTÉ;1;PIETY
OR;1;GOLD
OR;1;GOLD
BON;1;GOOD
AU REVOIR;1;Good bye
BONTÉ;1;GOODNESS
MAGNIFIQUE;1;BEAUTIFUL
GRACE;1;GRACE
GRACIEUSE;1;GRACEFUL
GRACIEUSE;1;GRACEFUL
REMISE DES DIPLÔMES;1;GRADUATION
GRAND;1;GRAND
GRANDEUR;1;GREATNESS
RECONNAISSANT;1;GRATEFUL
GRATIFICATION;1;GRATIFICATION
ASSOUVIR;1;QUENCH
GRATITUDE;1;GRATITUDE
GRANDE;1;LARGE
GRANDE;1;LARGE
GRANDE;1;LARGE
GRANDEUR;1;GREATNESS
GREET;1;GREET
GREET;1;GREET
MARIÉ;1;MARY
GARANTIE;1;WARRANTY
GARANTIE;1;WARRANTY
TUTEUR;1;GUARDIAN
GUIDE DE;1;GUIDE OF
GUIDE DE;1;GUIDE OF
GUIDE DE;1;GUIDE OF
GUSTO;1;GUSTO
SANCTIFIÉ;1;SANCTIFIED
MAIN;1;HAND
BEAU;1;Good looking
PORTÉE DE MAIN;1;HAND
BONHEUR;1;HAPPINESS
HEUREUX;1;HAPPY
HEUREUX;1;HAPPY
HEUREUX;1;HAPPY
HEUREUX;1;HAPPY
HARDY;1;HARDY
INOFFENSIFS;1;HARMLESS
HARMONIEUX;1;HARMONIOUS
HARMONISER LES;1;HARMONIZE THE
HARMONIE;1;HARMONY
HARNAIS;1;HARNESS
HAVRE DE PAIX;1;HAVEN OF PEACE
GUÉRIR;1;HEAL
SANTÉ;1;HEALTH
HEALTHFUL;1;HEALTHFUL
EN BONNE SANTÉ;1;IN GOOD HEALTH
EN BONNE SANTÉ;1;IN GOOD HEALTH
EN BONNE SANTÉ;1;IN GOOD HEALTH
COEUR;1;HEART
VIVEMENT;1;HIGHLY
HEAVEN;1;HEAVEN
CÉLESTE;1;CELESTE
Aide;1;Help
Aide;1;Help
Aide;1;Help
UTILE;1;USEFUL
HÉROS;1;HERO
HÉROÏQUE;1;HEROIC
HÉROÏNE;1;HEROIN
HÉROÏSME;1;HEROISM
METTEZ EN SURBRILLANCE;1;HIGHLIGHT
HILARANTE;1;HILARIOUS
HIT;1;HIT
SAINTE;1;HOLY
HOMMAGE;1;TRIBUTE
ACCUEIL;1;HOME
HONNÊTE;1;HONEST
HONNÊTE;1;HONEST
HONNÊTE;1;HONEST
LUNE DE MIEL;1;HONEYMOON
HONOR;1;HONOR
HONOR;1;HONOR
HONOR;1;HONOR
HONORABLE;1;HONOURABLE
HOPE;1;HOPE
HOPE;1;HOPE
PLEIN D’ESPOIR;1;FULL OF HOPE
HOSPITALIER;1;HOSPITAL
CÂLIN;1;HUG
HUMAINE;1;HUMAN
AIDE HUMANITAIRE;1;HUMANITARIAN AID
HUMANITÉ;1;HUMANITY
HUMBLE;1;HUMBLE
HUMILITÉ;1;HUMILITY
HUMOUR;1;HUMOR
PLEIN D’HUMOUR;1;HUMOROUS
HYGIÈNE;1;HYGIENE
IDÉAL;1;IDEAL
IDÉAL;1;IDEAL
IDÉAL;1;IDEAL
IDÉALISME;1;IDEALISM
IDOL;1;IDOL
IDOLÂTRER;1;IDOLIZE
S’ALLUME PAS;1;WILL NOT TURN ON
ILLUSTRES;1;ILLUSTRIOUS
IMAGINATION;1;IMAGINATION
IMAGINATIF;1;IMAGINATIVE
IMMACULÉ;1;IMMACULATE
IMMORTEL;1;IMMORTAL
IMPARTIAL;1;IMPARTIAL
IMPARTIALITÉ;1;IMPARTIALITY
IMPÉRATIF;1;IMPERATIVE
IMPERMÉABLES;1;RAINCOATS
ÉLAN;1;MOMENTUM
IMPORTANCE;1;IMPORTANCE
IMPORTANT;1;IMPORTANT
IMPRESS;1;IMPRESS
IMPRESSIONNANTE;1;IMPRESSIVE
AMÉLIORER;1;IMPROVE
AMÉLIORER;1;IMPROVE
AMÉLIORER;1;IMPROVE
AMÉLIORATION;1;IMPROVEMENT
IMPUNITÉ;1;IMPUNITY
INAUGURER;1;USHER
INAUGURATION;1;INAUGURATION
L’INDÉPENDANCE;1;INDEPENDENCE
INDEPENDENT;1;INDEPENDENT
INDEPENDENT;1;INDEPENDENT
INDESCRIPTIBLE;1;INDESCRIBABLE
INDICATIF;1;AREA CODE
CARACTÈRE INDISPENSABLE;1;INDISPENSABILITY
INDISPENSABLE;1;ESSENTIAL
INDIVIDUALITÉ;1;INDIVIDUALITY
INDOMPTABLE;1;INDOMITABLE
INDULGENCE;1;INDULGENCE
INDUSTRIEUX;1;INDUSTRIOUS
PEU COÛTEUX;1;INEXPENSIVE
INFAILLIBILITÉ;1;INFALLIBILITY
INFAILLIBLE;1;INFALLIBLE
INFÉRER;1;INFER
INFÉRENCE;1;INFERENCE
INFORMER;1;INFORM
INFORMER;1;INFORM
INGÉNIEUX;1;INGENIOUS
INGÉNIOSITÉ;1;INGENUITY
HÉRITENT;1;INHERIT
INNOCENCE;1;INNOCENCE
INNOCENT;1;INNOCENT
INNOVER;1;INNOVATE
INNOVANTES;1;INNOVATIVE
CURIEUX;1;CURIOUS
INSÉPARABLES;1;INSEPARABLE
INSIGHT;1;INSIGHT
INSISTANTE;1;INSISTENT
SOURCE D’INSPIRATION;1;SOURCE OF INSPIRATION
SOURCE D’INSPIRATION;1;SOURCE OF INSPIRATION
INSPIRER;1;INSPIRE
INSPIRER;1;INSPIRE
INSTINCTIVE;1;INSTINCTIVE
INTÉGRITÉ;1;INTEGRITY
INTELLECT;1;INTELLECT
INTELLECTUELLE;1;INTELLECTUAL
INTELLECTUELLE;1;INTELLECTUAL
INTELLECTUELLE;1;INTELLECTUAL
INTELLIGENCE;1;INTELLIGENCE
INTELLIGENT;1;SMART
INTELLIGIBLE;1;INTELLIGIBLE
J’INTERCÈDE;1;I INTERCEDE
RAPPORTS SEXUELS;1;SEX
INTÉRÊT;1;INTEREST
INTÉRÊT;1;INTEREST
INTÉRÊT;1;INTEREST
INTÉRESSÉ PAR;1;INTERESTED IN
INTÉRESSÉ PAR;1;INTERESTED IN
INTERPOSER;1;INTERPOSE
INTIMITÉ;1;PRIVACY
INTIME;1;RESPONDENT
COMPLEXE;1;COMPLEX
INTRIGUE;1;PLOT
UNE VALEUR INESTIMABLE;1;INVALUABLE
INVENTEUR;1;INVENTOR
INVINCIBLE;1;INVINCIBLE
INVITATION;1;INVITATION
INVITER;1;INVITE
INVITER;1;INVITE
INVULNÉRABLE;1;INVULNERABLE
IRRÉSISTIBLE;1;IRRESISTIBLE
JEST;1;JEST
REJOIGNEZ LES;1;JOIN THE
CONJOINTEMENT;1;JOINTLY
BLAGUE;1;JOKE
BLAGUE;1;JOKE
BLAGUE;1;JOKE
JOLLY;1;JOLLY
JOY;1;JOY
JOYEUSE;1;JOYFUL
JUBILANT;1;JUBILANT
JUBILÉ;1;JUBILEE
JUSTE;1;JUST
JUSTE;1;JUST
JUSTICE;1;JUSTICE
JUSTE TITRE;1;JUST TITLE
JUSTIFICATION;1;JUSTIFICATION
JUSTIFIER;1;JUSTIFY
DÉSIREUX;1;EAGER
KID;1;KID
GENRE;1;KIND
GENRE;1;KIND
BONTÉ;1;GOODNESS
BAISER;1;KISS
BAISER;1;KISS
SAIS PAS;1;I don't know
SAIS PAS;1;I don't know
CONNAISSANCES;1;KNOWLEDGE
LOUABLE;1;COMMENDABLE
ÉCLAT DE RIRE;1;LAUGH
ÉCLAT DE RIRE;1;LAUGH
ÉCLAT DE RIRE;1;LAUGH
ÉCLAT DE RIRE;1;LAUGH
RIRES;1;LAUGHTER
SOMPTUEUX;1;SUMPTUOUS
DROIT;1;RIGHT
LICITE;1;LAWFUL
PLOMB;1;LEAD
APPRENDRE;1;LEARN
APPRENDRE;1;LEARN
APPRENANT;1;LEARNER
JURIDIQUES;1;LEGAL
LÉGITIMITÉ;1;LEGITIMACY
LÉGITIMES;1;LEGITIMATE
LOISIRS;1;LEISURE
LIBÉRAL;1;LIBERAL
LIBÉRAL;1;LIBERAL
LIBÉRALISME;1;LIBERALISM
LIBÉRER;1;FREE
LIBERTY;1;LIBERTY
TOUT AU LONG;1;THROUGHOUT THE
LUMIÈRE;1;LIGHT
LUMIÈRE;1;LIGHT
SYMPATHIQUE;1;FRIENDLY
COMME;1;AS
COMME;1;AS
VIVRE;1;LIVE
ANIMÉ;1;ANIMATED
LOGIQUE;1;LOGIC
LOGIQUE;1;LOGIC
LONGÉVITÉ;1;LONGEVITY
AMOUR;1;LOVE
AMOUR;1;LOVE
AMOUR;1;LOVE
AMOUR;1;LOVE
BEAUTÉ;1;BEAUTY
BELLE;1;Good looking
AMANT;1;LOVER
AMANT;1;LOVER
FIDÈLE;1;FAITHFUL
FIDÉLITÉ;1;FIDELITY
LUCID;1;LUCID
CHANCE;1;CHANCE
HEUREUSEMENT;1;FORTUNATELY
CHANCEUX;1;LUCKY
LUCRATIVE;1;LUCRATIVE
LUMINEUSE;1;LIGHT
LUXURE;1;LUST
LUSTRE;1;CHANDELIER
LUSTRÉ;1;GLOSSY
LUXURIANTE;1;LUSH
LUXUEUX;1;LUXURY
LUXE;1;LUXURY
LYRIC;1;LYRIC
LYRICAL;1;LYRICAL
MAGIQUE;1;MAGIC
MAGNÉTIQUE;1;MAGNETIC
MAGNIFICENCE;1;MAGNIFICENCE
MAGNIFIQUE;1;BEAUTIFUL
PRINCIPAL;1;MAIN
MAJESTIC;1;MAJESTIC
MAJESTÉ;1;MAJESTY
PRINCIPAUX;1;MAIN
FAIRE;1;DO
FAIRE;1;DO
FACILE À GÉRER;1;EASY TO MANAGE
MANLY;1;MANLY
MATRIMONIAL;1;MARITAL
MARIAGE;1;WEDDING
SE MARIER;1;TO GET MARRIED
SE MARIER;1;TO GET MARRIED
MARVEL;1;MARVEL
MERVEILLEUSE;1;WONDERFUL
MAGISTRALE;1;MASTERFUL
MAÎTRISE;1;MASTER'S DEGREE
MATCHLESS;1;MATCHLESS
MATÉ;1;MATE
MATÉ;1;MATE
QUESTION;1;QUESTION
MATURE;1;MATURE
MATURE;1;MATURE
MATURE;1;MATURE
MATURITÉ;1;MATURITY
MAXIMISER;1;MAXIMIZE
SIGNIFICATIVE;1;SIGNIFICANT
MESURABLES;1;MEASURABLE
MÉDIATION;1;MEDIATION
MÉDITATION;1;MEDITATION
RÉPONDRE À;1;MEET
MOELLEUX;1;FLUFFY
MÉLODIE;1;MELODY
MÉMORABLE;1;MEMORABLE
NEDEM;1;MEND
MENTOR;1;MENTOR
MISÉRICORDIEUX;1;MERCIFUL
MERCI;1;Thank you
MÉRITE;1;MERIT
MÉRITE;1;MERIT
MÉRITOIRE;1;MERITORIOUS
GAIEMENT;1;GAILY
GAIETÉ;1;GAIETY
JOYEUX;1;MERRY
MAILLE;1;MESH
MÉTICULEUSE;1;METICULOUS
MIGHTY;1;MIGHTY
DOUX;1;SOFT
MIND_;1;MIND_
AYANT À L’ESPRIT;1;HAVING IN MIND
MINISTRE;1;MINISTER
MENTHE;1;MINT
MIRACLE;1;MIRACLE
MIRACULEUSE;1;MIRACULOUS
GAIETÉ;1;GAIETY
MOBILITÉ;1;MOBILITY
MOBILISER LES;1;MOBILIZE THE
MODÉRÉE;1;MODERATE
MODÉRATION;1;MODERATION
MODERNITÉ;1;MODERNITY
MODESTE;1;MODEST
MODESTIE;1;MODESTY
MÉMORABLE;1;MEMORABLE
MONUMENTAL;1;MONUMENTAL
MORAL;1;MORALE
MORAL;1;MORALE
MORALISTE;1;MORALIST
AUX BONNES MŒURS;1;TO THE GOOD MŒURS
MOTIVER LES;1;MOTIVATE THE
MOTIVÉS;1;MOTIVATED
MOTIVATION;1;MOTIVATION
MOTIF;1;PATTERN
MULTITUDE;1;MULTITUDE
MUTUELLE;1;MUTUAL
MUTUELLE;1;MUTUAL
MYRIADE;1;MYRIAD
NATUREL;1;NATURAL
NATUREL;1;NATURAL
NAVIGABLES;1;NAVIGABLE
NEAT;1;NEAT
NÉCESSAIREMENT;1;NECESSARILY
NÉGOCIER;1;NEGOTIATE
NICE;1;NICE
NICE;1;NICE
NICE;1;NICE
NICE;1;NICE
NICHE;1;NICHE
AGILE;1;AGILE
NOBLESSE;1;NOBILITY
NOBLE;1;NOBLE
NOBLE;1;NOBLE
SILENCIEUX;1;SILENCER
NOMMER DES;1;NAME OF
LA NON-VIOLENCE;1;NONVIOLENCE
NON VIOLENTE;1;NON VIOLENT
NORMAL;1;NORMAL
NOTABLE;1;NOTABLE
NOTORIÉTÉ;1;NOTORIETY
NOURRIR;1;FEED
NOURRITURE;1;FOOD
NOUVEAUTÉ;1;NOVELTY
INFIRMIÈRE;1;NURSE
NURTURE;1;NURTURE
ÉLÉMENTS NUTRITIFS;1;NUTRIENTS
OASIS;1;OASIS
OBÉISSANCE;1;OBEDIENCE
OBÉISSANTS;1;OBEDIENT
OBÉIR À;1;OBEY
OBJECTIF;1;GOAL
OBJECTIF;1;GOAL
OBLIGER LES;1;OBLIGE THE
OBTENIR;1;GET
PROCURABLE;1;AVAILABLE
OFFRE;1;OFFERS
OFFRE;1;OFFERS
OFFRE;1;OFFERS
COMPENSÉ;1;OFFSET
DÉBUT;1;BEGINNING
ONWARD;1;ONWARD
OUVERT;1;OPEN
OUVERT;1;OPEN
OPPORTUN;1;TIMELY
OCCASION;1;OPPORTUNITY
OPTIMAL;1;OPTIMAL
OPTIMISME;1;OPTIMISM
OPTIMISTE;1;OPTIMIST
EN OPTION;1;OPTIONAL
ORDONNANCE;1;ORDER
ORDONNANCE;1;ORDER
ORDONNANCE;1;ORDER
ORGANISER;1;ORGANIZE
ORGANISER;1;ORGANIZE
ORIGINALITÉ;1;ORIGINALITY
SORTANTS;1;OUTGOING
SURVIVRE À;1;SURVIVE
PURE ET SIMPLE;1;PURE AND SIMPLE
OUTRUN;1;OUTRUN
TOUT D’ABORD;1;FIRST OF ALL
EN CIRCULATION;1;IN CIRCULATION
DÉJOUER LES;1;OUTSMART THE
SURMONTER LES;1;OVERCOME THE
OVERJOYED;1;OVERJOYED
PAINSTAKING;1;PAINSTAKING
AGRÉABLE AU GOÛT;1;PALATABLE
PALATIAL;1;PALACE
PRENEZ SOIN DE;1;TAKE CARE OF
PARADIS;1;PARADISE
PARAMOUNT;1;PARAMOUNT
PARDON;1;Excuse me
PARDON;1;Excuse me
PARTICULIER;1;INDIVIDUAL
PARTENAIRE;1;PARTNER
PARTENARIAT;1;PARTNERSHIP
PASS;1;PASS
PASSIONNÉ;1;ENTHUSIAST
PATIENCE;1;PATIENCE
PATIENT;1;PATIENT
PATIENT;1;PATIENT
PATRIOTE;1;PATRIOT
PATRIOTIQUE;1;PATRIOTIC
PATRON;1;BOSS
PATRONAGE;1;SPONSORSHIP
PAYER;1;PAY
PAIX;1;PEACE
PAIX;1;PEACE
PAISIBLE;1;PEACEFUL
PAISIBLE;1;PEACEFUL
PEERLESS;1;PEERLESS
PARFAIT;1;PERFECT
PARFAIT;1;PERFECT
PARFAIT;1;PERFECT
PERFECTION;1;PERFECTION
PERFECTIONNISME;1;PERFECTIONISM
PERFECTIONNISTE;1;PERFECTIONIST
PARFUM;1;PERFUME
AUTORISATION;1;AUTHORIZATION
PERMIS;1;PERMIT
PERSÉVÉRANCE;1;PERSEVERANCE
PERSÉVÉRER;1;PERSEVERE
PERSUASIVE;1;PERSUASIVE
PERTINENTES;1;RELEVANT
PITTORESQUE;1;PICTURESQUE
PIÉTÉ;1;PIETY
PINNACLE;1;PINNACLE
PIEUX;1;PILES
PLAIN;1;PLAIN
PLAIN;1;PLAIN
PLAIN;1;PLAIN
PLAIN;1;PLAIN
PLAUSIBILITÉ;1;PLAUSIBILITY
LUDIQUE;1;PLAYFUL
PLAYMATE;1;PLAYMATE
JOUET;1;TOY
AGRÉABLE;1;NICE
AGRÉABLE;1;NICE
PLAISANTERIE;1;JOKE
S’IL VOUS PLAÎT;1;Please
S’IL VOUS PLAÎT;1;Please
HEUREUX;1;HAPPY
HEUREUX;1;HAPPY
AGRÉABLE;1;NICE
PLAISIR;1;PLEASURE
GAGE;1;GAGE
ABONDANTE;1;ABUNDANT
BEAUCOUP;1;A lot
POÉTIQUES;1;POETIC
POIGNANT;1;POIGNANT
POISE;1;POISE
Polonais;1;Polish
POLI;1;POLI
POLITESSE;1;POLITENESS
POMP;1;POMP
POPULAIRES;1;POPULAR
POPULARITÉ;1;POPULARITY
LA POPULEUSE;1;THE POPULOUS
PORTABLE;1;PORTABLE
POSITIF;1;POSITIVE
POSITIVITÉ;1;POSITIVITY
POSITIVITÉ;1;POSITIVITY
POSTÉRITÉ;1;POSTERITY
PUISSANCE;1;POWER
PUISSANT;1;POWERFUL
MESURE DU POSSIBLE;1;AS POSSIBLE
PRATIQUE;1;PRACTICE
LOUANGE;1;PRAISE
LOUANGE;1;PRAISE
PRANCE;1;PRANCE
PRÉCAUTIONS;1;PRECAUTIONS
PRÉCÉDENT;1;PREVIOUS
PRÉCEPTE;1;PRECEPT
PRÉCIEUX;1;PRECIOUS
PRÉCIS;1;PRECISE
PRECISION;1;PRECISION
PAR EXCELLENCE;1;BY EXCELLENCE
PRÉFÉRENCE;1;PREFERENCE
PREMIER MINISTRE;1;PRIME MINISTER
PRÉMISSE;1;PREMISE
PREMIUM;1;PREMIUM
PRÉPARATOIRE;1;PREPARATORY
PRESTIGE;1;PRESTIGE
JOLIMENT;1;NICELY
ASSEZ;1;ENOUGH
ASSEZ;1;ENOUGH
ASSEZ;1;ENOUGH
ASSEZ;1;ENOUGH
PAS DE PRIX;1;NO PRICE
PRIDE;1;PRIDE
PRINCIPALEMENT;1;MAINLY
PREMIER;1;FIRST
PRINCIPAL;1;MAIN
PRINCIPE;1;PRINCIPLE
PRINCIPE;1;PRINCIPLE
PRINCIPE;1;PRINCIPLE
VIE PRIVÉE;1;PRIVACY
LE PRIVILÈGE;1;THE PRIVILEGE
PRIVÉ;1;PRIVATE
PRIX;1;PRICE
PRO;1;PRO
PROACTIVE;1;PROACTIVE
PRODIGIEUSE;1;PRODIGIOUS
PRODIGE;1;PRODIGY
PRODUCTIVES;1;PRODUCTIVE
PRODUCTIVITÉ;1;PRODUCTIVITY
PROFESSER;1;PROFESS
PROFFER;1;PROFFER
UTILISATEUR EXPÉRIMENTÉ;1;EXPERIENCED USER
BUT LUCRATIF;1;PROFIT
BUT LUCRATIF;1;PROFIT
RENTABLE;1;PROFITABLE
PROFONDE;1;DEEP
PROGRÈS;1;PROGRESS
PROGRÈS;1;PROGRESS
PROGRESSIVE;1;PROGRESSIVE
PROLIFIQUE;1;PROLIFIC
PROÉMINENCE;1;PROMINENCE
ÉMINENT;1;EMINENT
PROMESSE;1;PROMISE
PROMESSE;1;PROMISE
INVITE;1;GUEST
INVITE;1;GUEST
RAPIDEMENT;1;QUICKLY
BON;1;GOOD
PROPICE;1;CONDUCIVE
PROPRIETARY;1;PROPRIETARY
BIENSÉANCE;1;DECORUM
INTENTER DES POURSUITES;1;SUE
PROSPER;1;PROSPER
PROSPÉRITÉ;1;PROSPERITY
PROSPÈRE;1;PROSPEROUS
PROTÉGER;1;PROTECT
PROTECTION;1;PROTECTION
PROTECTION;1;PROTECTION
PROTECTOR;1;PROTECTOR
FIER;1;PROUD
FOURNIR;1;PROVIDE
PROVIDENCE;1;PROVIDENCE
PROUESSES;1;PROWESS
PRUDENCE;1;CAUTION
PRUDENT;1;PRUDENT
PONCTUELLE;1;ONE-TIME
PURE;1;PURE
PURIFICATION;1;PURIFICATION
PURIFIER;1;PURIFY
PURETÉ;1;PURITY
TENACE;1;TENACIOUS
PURR;1;PURR
PITTORESQUE;1;PICTURESQUE
SE QUALIFIER;1;TO QUALIFY
SE QUALIFIER;1;TO QUALIFY
QUALITÉ;1;QUALITY
QUENCH;1;QUENCH
QUICKEN;1;QUICKEN
RADIANCE;1;RADIANCE
RADIANT;1;RADIANT
RAYONNER;1;RADIATE
RALLYE;1;RALLY
RAPPORT;1;REPORT
RAPT;1;ABDUCTION
RAPTURE;1;RAPTURE
RATIONAL;1;RATIONAL
RAVE;1;RAVE
FACILEMENT;1;EASILY
REAL;1;REAL
RÉALISTE;1;REALISTIC
AVEC RÉALISME;1;WITH REALISM
REAP;1;REAP
RAISONNABLE;1;REASONABLE
RÉASSURANCE;1;REINSURANCE
RASSURER;1;REASSURE
RÉCEPTIF;1;RECEPTIVE
RECLAIM;1;RECLAIM
INCLINAISON DU DOSSIER;1;RECLINE
RÉCOMPENSE;1;REWARD
CONCILIER;1;RECONCILE
RÉCONCILIATION;1;RECONCILIATION
RECREATION;1;RECREATION
RACHETER;1;BUY
RÉDEMPTION;1;REDEMPTION
RÉTABLIR LES;1;RESTORE THE
J’AFFINE MA SÉLECTION;1;I REFINE MY SELECTION
RAFFINEMENT;1;REFINEMENT
REFUGE;1;REFUGE
REGAL;1;REGAL
RESPECT DES;1;RESPECT OF
REMISE EN ÉTAT;1;RECLAMATION
RENFORT;1;REINFORCEMENT
RÉTABLIR;1;RESTORE
SE RÉJOUIR;1;REJOICE
DÉTENTE;1;RELAXATION
INTÉRÊT POUR;1;INTEREST FOR
PERTINENCE;1;RELEVANCE
PERTINENTES;1;RELEVANT
FIABILITÉ;1;RELIABILITY
FIABLE;1;RELIABLE
SECOURS;1;RELIEF
SOULAGER LA;1;RELIEVE THE
RELIGIEUX;1;RELIGIOUS
RELISH;1;RELISH
REMARQUABLE;1;REMARKABLE
REMARQUABLEMENT;1;REMARKABLY
MESURE CORRECTIVE;1;CORRECTIVE ACTION
REMODELER;1;REMODEL
RENAISSANCE;1;RENAISSANCE
RENOUVELLEMENT;1;RENEWAL
RÉNOVER;1;RENOVATE
RÉNOVATION;1;RENOVATION
RENOMMÉE;1;FAME
RÉPARATION;1;REPAIR
RÉPARATION;1;REPAIR
RÉPARATION;1;REPAIR
SE REPENTIR;1;SE REPENTANCE
REPENTIR;1;REPENTANCE
REPOS;1;REST
BONNE RÉPUTATION;1;GOOD REPUTATION
SAUVETAGE;1;RESCUE
SAUVETAGE;1;RESCUE
RESOLUTE;1;RESOLUTE
RÉSOUDRE LES;1;SOLVE THE
RÉSOUDRE LES;1;SOLVE THE
RÉSOLU;1;SOLVED
RETENTIR;1;RESOUND
PLEIN DE RESSOURCES;1;PLENTY OF RESOURCES
DÉBROUILLARDISE;1;RESOURCEFULNESS
RESPECT;1;RESPECT
RESPECT;1;RESPECT
RESPECT;1;RESPECT
RESPECTABLE;1;RESPECTABLE
RESPECTUEUX;1;ECO-FRIENDLY
RÉPIT;1;RESPITE
RESPLENDISSANT;1;RESPLENDENT
RESPONSABILITÉ;1;RESPONSIBILITY
RESPONSABLE;1;MANAGER
RÉACTIF;1;REAGENT
REPOSANTE;1;RELAXING
RESTAURATION;1;RESTORATION
RESTAURATION;1;RESTORATION
RESSUSCITER;1;RESURRECT
RETOUR;1;RETURN
RETOUR;1;RETURN
REUNION;1;MEETING
REUNITE;1;REUNITE
REVEL;1;REVEL
RÉVÉLATION;1;REVELATION
REVERE;1;REVERE
RÉVÉRENCE;1;REVERENCE
RÉVÉRENCIEUX;1;REVERENT
AVEC RÉVÉRENCE;1;WITH REVERENCE
REVITALISER;1;REVITALIZE
REVIVAL;1;REVIVAL
FAIRE REVIVRE;1;REVIVE
RÉCOMPENSE;1;REWARD
RÉCOMPENSE;1;REWARD
RÉCOMPENSE;1;REWARD
RICHE;1;RICH
RICHE;1;RICH
RICHE;1;RICH
RICHE;1;RICH
RICHE;1;RICH
RICHE;1;RICH
RICHESSES;1;WEALTH
RICHESSE;1;WEALTH
Oui;1;Yes
Oui;1;Yes
JUSTES;1;RIGHTEOUS
JUSTICE;1;JUSTICE
QUI LUI REVIENT;1;WHO BELONGS
MÛRES;1;BLACKBERRIES
MÛRISSENT;1;MATURE
ROBUSTE;1;ROBUST
ROMANCE;1;ROMANCE
ROMANTIQUE;1;ROMANTIC
IDÉALISER;1;IDEALIZE
ROSY;1;ROSY
ROND;1;ROUND
ROUSE;1;ROUSE
SACRÉ;1;SACRED
COFFRE FORT;1;SAFE
COFFRE FORT;1;SAFE
COFFRE FORT;1;SAFE
COFFRE FORT;1;SAFE
SAUVEGARDE;1;BACKUP
SÉCURITÉ;1;SECURITY
SAGACITÉ;1;SAGACITY
SAUGE;1;SAGE
SAINT;1;SAINT
SALUTAIRE;1;BENEFICIAL
FORMULE DE POLITESSE;1;SALUTATION
SALUTE;1;SALUTE
SALUT;1;Hello
SANCTIFIER;1;HOLY
SANCTUAIRE;1;SANCTUARY
SAIN D’ESPRIT;1;SANE
SANGUINE;1;BLOOD
SANITAIRE;1;SANITARY
SANTÉ MENTALE;1;MENTAL HEALTH
SATISFACTION;1;SATISFACTION
MANIÈRE SATISFAISANTE;1;SATISFACTORILY
SATISFAISANTS;1;SATISFACTORY
RÉPONDRE À;1;MEET
RÉPONDRE À;1;MEET
RÉPONDRE À;1;MEET
ENREGISTRER;1;SAVE
ÉCONOMIES;1;SAVINGS
SAVOURER;1;ENJOY
SAVVY;1;SAVVY
SCAMPER;1;SCAMPER
SCRUPULES;1;SCRUPLES
SCRUPULEUX;1;SCRUPULOUS
GARANTIR;1;GUARANTEE
GARANTIR;1;GUARANTEE
SÉCURITÉ;1;SECURITY
SÉCURITÉ;1;SECURITY
SÉLECTIVE;1;SELECTIVE
SELF-CONTAINED;1;SELF-CONTAINED
RESPECT DE SOI;1;SELF RESPECT
SEMBLANT;1;PRETEND
SENSATIONNEL;1;SENSATIONAL
SENS;1;SENSE
SENS;1;SENSE
