Word;Polarity;Retranslation
CONTRADICTOIRES;-1;CONTRADICTORY
VA À L’ENCONTRE;-1;GOES AGAINST
CONTRAIRE;-1;CONTRARY
CONTROVERSÉ;-1;CONTROVERSIAL
CONTROVERSES;-1;CONTROVERSIES
CONTROVERSE;-1;CONTROVERSY
FORÇAT;-1;CONVICT
DÉCLARÉ COUPABLE;-1;DECLARED GUILTY
DÉCLARATION DE CULPABILITÉ;-1;CONVICTION
DÉCLARATION DE CULPABILITÉ;-1;CONVICTION
DÉCLARATIONS DE CULPABILITÉ;-1;CONVICTIONS
CORRIGÉ;-1;FIX
CORRECTION;-1;CORRECTION
CORRECTION;-1;CORRECTION
SERVICES CORRECTIONNELS;-1;CORRECTIONAL SERVICES
CORRIGE LA;-1;CORRECTS THE
CORRUPT;-1;CORRUPT
CORROMPU;-1;CORRUPTED
CORROMPRE;-1;CORRUPT
CORRUPTION;-1;CORRUPTION
CORRUPTIONS;-1;CORRUPTIONS
PAR CORRUPTION;-1;BY CORRUPTION
CORRUPTNESS;-1;CORRUPTNESS
COÛTEUSES;-1;COSTLY
DEMANDE RECONVENTIONNELLE;-1;COUNTERCLAIM
RECONVENTIONNELLE;-1;CROSS
PRÉSENTE;-1;PRESENTS
DEMANDES RECONVENTIONNELLES;-1;COUNTERCLAIMS
CONTREFAÇON;-1;COUNTERFEIT
CONTREFAITS;-1;COUNTERFEIT
FAUSSAIRE;-1;FORGER
CONTREFACTEURS;-1;COUNTERFEITERS
LA CONTREFAÇON;-1;COUNTERFEITING
CONTREFAÇONS;-1;COUNTERFEITS
CONTRE-MESURE;-1;COUNTERMEASURE
CONTRE-MESURES;-1;COUNTERMEASURES
CRIMINALITÉ;-1;CRIME
CRIMES;-1;CRIMES
CRIMINEL;-1;CRIMINAL
PÉNALEMENT;-1;CRIMINALLY
CRIMINELS;-1;CRIMINALS
CRISES;-1;CRISES
CRISE;-1;CRISIS
CRITIQUE;-1;CRITICISM
CRITIQUE;-1;CRITICISM
CRITIQUE;-1;CRITICISM
CRITIQUES;-1;REVIEWS
CRITIQUER;-1;CRITICIZE
CRITIQUÉ;-1;CRITICAL
CRITIQUE;-1;CRITICISM
CRITIQUANT;-1;CRITICIZING
CRUCIAL;-1;CRUCIAL
CRUCIALEMENT;-1;CRUCIALLY
CULPABILITÉ;-1;GUILT
COUPABLE;-1;GUILTY
BLÂMABLE;-1;BLAMEWORTHY
ENCOMBRANT;-1;BULKY
RESTREINDRE;-1;RESTRICT
RÉDUITES;-1;REDUCED
RÉDUCTION;-1;REDUCTION
RÉDUCTION;-1;REDUCTION
COMPRESSIONS;-1;CUTS
RESTREINT;-1;LIMITED
COUPE;-1;CUP
BITUME FLUXÉ;-1;BITUMEN CUTBACK
COMPRESSIONS;-1;CUTS
CYBERATTAQUE;-1;CYBER ATTACK
CYBERATTAQUES;-1;CYBER ATTACKS
CYBERINTIMIDATION;-1;CYBERBULLYING
CYBERCRIMINALITÉ;-1;CYBERCRIME
CYBERCRIMES;-1;CYBER CRIME
CYBERCRIMINEL;-1;CYBERCRIMINAL
CYBERCRIMINELS;-1;CYBERCRIMINALS
DOMMAGE;-1;DAMAGE
ENDOMMAGÉ;-1;DAMAGED
DOMMAGES-INTÉRÊTS;-1;DAMAGES
ENDOMMAGEANT;-1;DAMAGING
HUMIDIFIER;-1;MOISTEN
HUMIDIFIÉ;-1;MOISTENED
DANGER;-1;DANGER
DANGEREUSES;-1;DANGEROUS
DANGEREUSEMENT;-1;DANGEROUSLY
DANGERS;-1;DANGERS
IMPASSE;-1;DEADLOCK
DANS UNE IMPASSE;-1;IN A BIND
L’INTERBLOCAGE;-1;THE DEADLOCK
BLOCAGES DE VERROUS ?;-1;BLOCKING LOCKS?
PORT EN LOURD;-1;DEADWEIGHT
CRUE;-1;FLOOD
FORCLUSION;-1;FORECLOSURE
DEBARMENTS;-1;DEBARMENTS
EXCLU DU BÉNÉFICE;-1;EXCLUDED FROM THE BENEFIT
DÉFUNT;-1;DECEASED
TROMPERIE;-1;DECEPTION
FOURBE;-1;KNAVE
SÉDUCTION;-1;SEDUCTION
INDUIRE EN ERREUR;-1;MISLEAD
TROMPÉ;-1;WRONG
TROMPE;-1;WRONG
TROMPER;-1;WRONG
DECEPTION;-1;DISAPPOINTMENT
TROMPERIES;-1;DECEPTIONS
TROMPEUSES;-1;MISLEADING
TROMPEUSEMENT;-1;DECEPTIVELY
DÉCLIN;-1;DECLINE
A DIMINUÉ;-1;DECLINED
DÉCLINS;-1;DECLINES
EN DÉCLIN;-1;IN DECLINE
DÉFIGURER;-1;DISFIGURE
DÉFIGURÉ;-1;DISFIGURED
BARBOUILLAGE;-1;DAUB
DIFFAMATION;-1;DEFAMATION
DIFFAMATIONS;-1;DEFAMATION
DIFFAMATOIRES;-1;DEFAMATORY
DIFFAMER;-1;DEFAME
DIFFAMÉ;-1;DEFAMED
DIFFAME;-1;DEFAMES
DIFFAMATION;-1;DEFAMATION
PAR DÉFAUT;-1;DEFAULT
DÉFAUT DE PAIEMENT;-1;DEFAULT
DÉFAILLANT;-1;FAILED
VALEURS PAR DÉFAUT;-1;DEFAULT VALUES
DÉFAITE;-1;DEFEAT
BAT;-1;BAT
BATTANT;-1;FIGHTER
DÉFAITES;-1;DEFEATS
VICE;-1;VICE
DÉFECTUEUX;-1;DEFECTIVE
DÉFAUTS;-1;DEFECTS
DÉFENDRE;-1;DEFEND
DÉFENDEUR;-1;DEFENDANT
DÉFENDEURS;-1;DEFENDANTS
A DÉFENDU;-1;DEFENDED A
DÉFENDANT;-1;DEFENDING
DÉFEND;-1;DEFENDS
DÉFENSIVE;-1;DEFENSIVE
REPORTER;-1;REPORTER
DÉFICIENCES;-1;DISABILITIES
CARENCE EN;-1;DEFICIENCY
DÉFICIENTES EN;-1;DEFICIENT IN
DÉFICIT;-1;DEFICIT
DÉFICITS;-1;DEFICITS
FRAUDER;-1;DEFRAUD
VICTIME D’UNE FRAUDE;-1;VICTIM OF FRAUD
FRAUDER;-1;DEFRAUD
FRUSTRE;-1;FRUSTRATED
DÉFUNTE;-1;DECEASED
DÉGRADATION;-1;DEGRADATION
DÉGRADATIONS;-1;DAMAGE
DÉGRADER;-1;DEGRADE
DÉGRADÉ;-1;GRADIENT
SE DÉGRADE;-1;DEGRADES
DÉGRADANTS;-1;DEGRADING
DELAY;-1;DELAY
RETARDÉE;-1;DELAYED
RETARDANT;-1;DELAYING
RETARDS;-1;DELAYS
DÉLÉTÈRES;-1;DELETERIOUS
DÉLIBÉRER;-1;DELIBERATE
A DÉLIBÉRÉ;-1;A ADVISEMENT
DÉLIBÉRÉMENT;-1;DELIBERATELY
DÉLINQUANCES;-1;DELINQUENCY
DÉLINQUANCE;-1;DELINQUENCY
DÉLINQUANT;-1;OFFENDER
DELINQUENTLY;-1;DELINQUENTLY
DÉLINQUANTS;-1;OFFENDERS
RADIER;-1;WRITE OFF
RAYÉ DE LA LISTE;-1;REMOVED FROM THE LIST
RADIATION DE LA LISTE;-1;REMOVAL FROM THE LIST
DÉCOTE;-1;DISCOUNT
DISPARITION;-1;DISAPPEARANCE
TRANSMIS;-1;TRANSMITTED
CONTREPARTIES;-1;COUNTERPARTIES
LOCATRICE;-1;LANDLORD
DÉMOLIR;-1;TEAR DOWN
DÉMOLI;-1;DEMOLISHED
DÉMOLIT;-1;DEMOLISHES
TRAVAUX DE DÉMOLITION;-1;DEMOLITION WORK
DÉMOLITION;-1;DEMOLITION
DÉMOLITIONS;-1;DEMOLITIONS
RÉTROGRADER;-1;DEMOTE
RÉTROGRADÉ;-1;RETROGRADE
RÉTROGRADE;-1;RETROGRADE
LA RÉTROGRADATION;-1;THE DEMOTION
RÉTROGRADATION;-1;DEMOTION
RÉTROGRADATIONS;-1;DEMOTIONS
DENIAL;-1;DENIAL
DÉNÉGATIONS;-1;DENIALS
NIÉ;-1;DENIED
NIE;-1;NIE
DÉNIGRER;-1;DENIGRATE
DÉNIGRÉ;-1;DENIGRATED
DÉNIGRE;-1;DENIGRATES
DÉNIGRANT;-1;TRYING TO ATTACK
DÉNIGREMENT;-1;BASHING
NIER;-1;DENY
NIANT;-1;DENYING
APPAUVRISSENT;-1;IMPOVERISH
L’APPAUVRI;-1;THE DEPLETED
ÉPUISE;-1;EXHAUSTS
QUI APPAUVRISSENT LA COUCHE;-1;THAT ODS
APPAUVRISSEMENT DE LA COUCHE;-1;DEPLETION
DÉPLÉTIONS;-1;DEPLETIONS
DÉSAPPROBATION;-1;DISAPPROVAL
APPUYER SUR;-1;PRESS
DÉPRIMÉ;-1;DEPRESSED
DÉPRIME;-1;DEPRESSION
DÉPRIMANT;-1;DEPRESSING
PRIVATION;-1;DEPRIVATION
PRIVER;-1;DEPRIVE
PRIVÉS;-1;PRIVATE
PRIVE;-1;PRIVATE
PRIVER;-1;DEPRIVE
REMISE EN CONFORMITÉ;-1;DISCOUNT IN ACCORDANCE
MANQUEMENT AU;-1;BREACH IN THE
PÉJORATIF;-1;PEJORATIVE
DÉSTABILISATION;-1;DESTABILIZATION
DÉSTABILISER;-1;DESTABILIZE
DÉSTABILISÉ;-1;DESTABILIZED
DÉSTABILISANT;-1;DESTABILIZING
DÉTRUIRE;-1;DESTROY
DÉTRUIT;-1;DESTROYED
DÉTRUISANT;-1;DESTROYING
DÉTRUIT;-1;DESTROYED
DESTRUCTION;-1;DESTRUCTION
DESTRUCTRICE;-1;DESTRUCTIVE
DÉTENIR;-1;HOLD
PLACÉ EN DÉTENTION;-1;PLACE IN DETENTION
DÉTENTION;-1;DETENTION
DÉTENTIONS;-1;DETENTIONS
DISSUADER LES;-1;DETER THE
SE DÉTÉRIORER;-1;DETERIORATE
S’EST DÉTÉRIORÉE;-1;DETERIORATED
SE DÉTÉRIORE;-1;DETERIORATES
DÉTÉRIORATION DE LA;-1;DETERIORATION OF THE
DÉTÉRIORATION;-1;DETERIORATION
ALTÉRATIONS;-1;ALTERATIONS
DISSUADÉ;-1;DETERRED
DISSUASION;-1;DETERRENCE
DISSUASION;-1;DETERRENCE
DISSUASIF;-1;DETERRENT
MOYENS DE DISSUASION;-1;DETERRENTS
DISSUADER LES;-1;DETER THE
DISSUADE;-1;DETERS
PORTER ATTEINTE;-1;PORTER ATTACK
A NUI AUX;-1;A NIGHT AT THE
PORTER ATTEINTE;-1;PORTER ATTACK
DÉTRIMENT;-1;EXPENSE
NUISIBLE;-1;HARMFUL
FAÇON PRÉJUDICIABLE;-1;UNFAVORABLY
DÉTRIMENTS;-1;DETRIMENTS
DÉVALUER;-1;DEVALUE
DÉVALUÉ;-1;DEVALUED
DÉVALUE;-1;DEVALUES
DÉVALUER;-1;DEVALUE
DÉVASTER;-1;DEVASTATE
DÉVASTÉ;-1;DEVASTATED
DÉVASTATEURS;-1;DEVASTATING
DÉVASTATION;-1;DEVASTATION
S’ÉCARTER;-1;DEPART
DÉVIÉ;-1;DEVIATED
S’ÉCARTE;-1;DEPARTS
S’ÉCARTANT;-1;DEVIATING
DÉVIATION;-1;DEVIATION
DÉVIATIONS;-1;DEVIATIONS
DÉLÉGUER;-1;DELEGATE
DÉVOLUES;-1;DEVOLVED
DÉLÈGUE LA;-1;DELEGATES THE
DÉVOLUTION;-1;DEVOLUTION
DIFFICILE;-1;DIFFICULT
DIFFICULTÉS;-1;DIFFICULTIES
DIFFICILEMENT;-1;DIFFICULT TO
DIFFICULTÉ;-1;DIFFICULTY
DIMINUER;-1;DECREASE
DIMINUÉ;-1;DECREASED
DIMINUE;-1;DECREASES
DIMINUTION DES;-1;DECREASE OF
DIMINUTION;-1;DECREASE
DÉSAVANTAGE;-1;DISADVANTAGE
PERSONNES DÉFAVORISÉES;-1;DISADVANTAGED PEOPLE
DÉSAVANTAGEUX;-1;DISADVANTAGEOUS
INCONVÉNIENTS;-1;DISADVANTAGES
DÉSAFFILIATION;-1;DISAFFILIATION
PAS D’ACCORD;-1;DO NOT AGREE
DÉSAGRÉABLE;-1;UNPLEASANT
EN DÉSACCORD;-1;DISAGREE
EN DÉSACCORD;-1;DISAGREE
DÉSACCORD;-1;DISAGREEMENT
DÉSACCORDS;-1;DISAGREEMENTS
EST EN DÉSACCORD;-1;DISAGREES
NE PAS AUTORISER;-1;DO NOT ALLOW
DÉSAVEU;-1;DISALLOWANCE
REFUS;-1;REFUSAL
A REJETÉ;-1;REJECTED
REFUSANT LA;-1;REFUSING THE
N’AUTORISE PAS LES;-1;DOES NOT ALLOW THE
DISPARAISSENT;-1;DISAPPEAR
DISPARITION;-1;DISAPPEARANCE
DISPARITIONS FORCÉES;-1;FORCED DISAPPEARANCES
A DISPARU;-1;DISAPPEARED
EN VOIE DE DISPARITION;-1;ENDANGERED
DISPARAÎT;-1;DISAPPEARS
DÉCEVOIR;-1;DISAPPOINT
DÉÇU;-1;DISAPPOINTED
DÉCEVANTE;-1;DISAPPOINTING
DÉCEVANTE;-1;DISAPPOINTING
DÉCEPTION;-1;DISAPPOINTMENT
DÉCEPTIONS;-1;DISAPPOINTMENTS
DÉÇOIT;-1;DISAPPOINTS
DÉSAPPROBATION;-1;DISAPPROVAL
DÉSAPPROBATION;-1;DISAPPROVAL
DÉSAPPROUVER;-1;DISAPPROVE
ARRÊT CRITIQUÉ;-1;CRITICAL SHUTDOWN
DÉSAPPROUVE;-1;DISAPPROVES
QUI S’ÉLÈVENT CONTRE;-1;THAT RISE AGAINST
DISSOCIE;-1;DISASSOCIATES
DISSOCIANT;-1;UNGROUPING
DISSOCIATION;-1;DISSOCIATION
DISSOCIATIONS;-1;DISSOCIATIONS
EN CAS DE CATASTROPHE;-1;DISASTER
CATASTROPHES;-1;DISASTERS
DÉSASTREUX;-1;DISASTROUS
DÉSASTREUSEMENT;-1;DISASTROUSLY
DÉSAVOUER;-1;DISAVOW
DÉSAVEU;-1;DISALLOWANCE
DÉSAVOUÉ;-1;DISAVOWED
RENIER;-1;RENIER
NIE;-1;NIE
DISCIPLINAIRES;-1;DISCIPLINARY
DÉCLINONS;-1;DECLINE
PAS ACCORDÉ;-1;NOT GRANTED
CLAUSE DE NON-RESPONSABILITÉ;-1;DISCLAIMER
CRÉATION;-1;CREATION
DÉNÉGATION;-1;DENIAL
DÉCLINE;-1;DECLINES
DIVULGUER;-1;DISCLOSE
DIVULGUÉS;-1;DISCLOSED
DIVULGUE;-1;DISCLOSES
DIVULGATION DE;-1;DISCLOSURE OF
CESSATION D’EXPLOITATION;-1;DISCONTINUANCE
DÉSISTEMENTS;-1;DISCLAIMERS
ARRÊT DU TRAITEMENT;-1;DISCONTINUATION OF TREATMENT
ABANDONS;-1;DROP-OUTS
CESSER;-1;STOP
DISCONTINUÉ;-1;DISCONTINUED
SE DÉSISTE;-1;WITHDRAWS
ABANDON DE;-1;ABANDONMENT OF
DÉCOURAGER LES;-1;DISCOURAGE THE
DÉCONSEILLÉE;-1;DEPRECATED
DÉCOURAGE;-1;DISCOURAGES
DÉCOURAGEANT;-1;DISCOURAGING
DISCRÉDITER;-1;DISCREDIT
DISCRÉDITÉE;-1;DISCREDITED
DISCRÉDITER;-1;DISCREDIT
JETTE LE DISCRÉDIT SUR;-1;DISREPUTE ON
ÉCARTS;-1;GAPS
DIVERGENCE;-1;DIVERGENCE
DISGRÂCE;-1;DISGRACE
NON GRATA;-1;NON GRATA
DÉSAPPROUVANT;-1;DISAPPROVING
DISFAVORS;-1;DISFAVORS
DISGORGE;-1;DISGORGE
DÉGORGÉ;-1;DISGORGED
DÉGORGEMENT;-1;DISGORGING
PÉCUNIAIRES;-1;PECUNIARY
HARMONIEUSEMENT;-1;HARMONIOUSLY
DÉGORGEMENT;-1;DISGORGING
DISGRÂCE;-1;DISGRACE
SCANDALEUSE;-1;SCANDALOUS
SCANDALEUSEMENT;-1;SHOCKINGLY
MALHONNÊTE;-1;DISHONEST
MALHONNÊTEMENT;-1;DISHONESTLY
MALHONNÊTETÉ;-1;DISHONESTY
DÉSHONNEUR;-1;DISHONOR
DÉSHONORABLE;-1;DISHONORABLE
RENVOYÉ;-1;RETURNED
DÉSHONORÉ;-1;DISGRACED
DÉSHONORER;-1;DISHONOR
DISHONORS;-1;DISHONORS
MESURES DE DISSUASION;-1;DETERRENTS
DÉSINTÉRESSÉ;-1;SELFLESS
BRUYAMMENT;-1;LOUDLY
DÉSINTÉRESSEMENT;-1;UNSELFISHNESS
DÉLOYAL;-1;UNFAIR
DÉLOYALEMENT;-1;UNFAIRLY
DÉLOYAUTÉ;-1;DISLOYALTY
LAMENTABLE;-1;DISMAL
LAMENTABLEMENT;-1;MISERABLY
REJETER;-1;REJECT
LICENCIEMENT;-1;DISMISSAL
LICENCIEMENTS;-1;LAYOFFS
A REJETÉ;-1;REJECTED
CONGÉDIE;-1;DISMISSES
QUI A REJETÉ;-1;WHICH REJECTED
DÉSORDONNÉE;-1;DISORDERLY
DÉNIGRER;-1;DENIGRATE
DÉCRIÉ;-1;MALIGNED
DÉNIGREMENT;-1;BASHING
DISPARAGEMENTS;-1;DISPARAGEMENTS
DÉNIGRER;-1;DENIGRATE
DÉSOBLIGEANTES;-1;DISPARAGING
AVEC MÉPRIS;-1;WITH DISDAIN
DISPARITÉS;-1;DISPARITIES
DISPARITÉ;-1;DISPARITY
DÉPLACER;-1;MOVE
DÉPLACÉES;-1;DISPLACED
DÉPLACEMENT;-1;TRAVEL
DÉPLACEMENTS;-1;TRAVEL
DÉPLACE;-1;MOVES
DÉPLAÇANT;-1;MOVING
DISPOSER;-1;HAVE
DÉPOSSÉDER;-1;DISPOSSESS
DÉPOSSÉDÉS;-1;DISPOSSESSED
DÉPOSSÈDE;-1;DISPOSSESSES
DÉPOSSÉDER;-1;DISPOSSESS
DISPROPORTION;-1;DISPROPORTION
DISPROPORTIONNÉ PAR RAPPORT;-1;DISPROPORTIONATE
DISPROPORTIONNÉ;-1;DISPROPORTIONATE
MANIÈRE DISPROPORTIONNÉE;-1;DISPROPORTIONATELY
RÈGLEMENT DES DIFFÉRENDS;-1;SETTLEMENT OF DISPUTES
CONTESTÉ;-1;DISPUTED
LITIGES;-1;LITIGATION
CONTESTANT;-1;CONTESTANT
DISQUALIFICATION;-1;DISQUALIFICATION
DÉCHÉANCES;-1;DISQUALIFICATIONS
DISQUALIFIÉ;-1;DISQUALIFIED
NE PEUVENT ÊTRE CONSIDÉRÉS;-1;CANNOT BE CONSIDERED
DISQUALIFIER;-1;DISQUALIFY
DISQUALIFIANT;-1;DISQUALIFYING
NE PAS TENIR COMPTE;-1;DO NOT TAKE INTO ACCOUNT
MÉCONNU;-1;UNKNOWN
NE TENANT PAS COMPTE;-1;NOT TAKING INTO ACCOUNT NOT
NE TIENT PAS COMPTE;-1;DOES NOT INCLUDE
PEU RECOMMANDABLES;-1;DISREPUTABLE
DISCRÉDIT;-1;DISREPUTE
PERTURBER LA;-1;DISRUPT THE
PERTURBÉE;-1;DISTURBED
PERTURBANT;-1;DISTURBING
PERTURBATION;-1;DISTURBANCE
PERTURBATIONS;-1;DISTURBANCES
PERTURBATEUR;-1;HECKLER
PERTURBE;-1;DISRUPTS
INSATISFACTION;-1;DISSATISFACTION
INSATISFAIT (E);-1;NOT SATISFIED (E)
DISSIDENCE;-1;DISSENT
ENTRÉS EN DISSIDENCE;-1;IN DISSENT
DISSIDENT;-1;DISSIDENT
DISSIDENTS;-1;DISSIDENTS
DISSIDENT;-1;DISSIDENT
OPINIONS DIVERGENTES;-1;DIVERGENT VIEWS
DISSIDENT;-1;DISSIDENT
DISSIDENTS;-1;DISSIDENTS
DISSOLUTION;-1;DISSOLUTION
DISSOLUTIONS;-1;DISSOLUTIONS
FAUSSER;-1;DISTORT
DÉFORMÉE;-1;DISTORTED
DISTORSION;-1;DISTORTION
DISTORSION;-1;DISTORTION
DISTORSIONS;-1;DISTORTIONS
DÉFORME;-1;DISTORTS
DISTRAIRE;-1;DISTRACT
DISTRAIT;-1;DISTRACTED
DISTRAIRE;-1;DISTRACT
DISTRACTION;-1;DISTRACTION
DISTRACTIONS;-1;DISTRACTIONS
DISTRAIT;-1;DISTRACTED
DÉTRESSE;-1;DISTRESS
EN DIFFICULTÉ;-1;DISTRESSED
DÉRANGER;-1;DISTURB
PERTURBATION;-1;DISTURBANCE
PERTURBATIONS;-1;DISTURBANCES
DISTURBED;-1;DISTURBED
DÉRANGEANT;-1;DISTURBING
DÉRANGE;-1;MIND
DIVERSION;-1;DIVERSION
DÉTOURNER;-1;DIVERT
DÉTOURNÉ;-1;HIJACKED
DÉTOURNANT;-1;DIVERTING
DÉTOURNE;-1;DIVERTS
SE DÉPARTIR;-1;DIVEST
A CÉDÉ;-1;ASSIGNED A
SE DÉPARTISSANT;-1;SE DISPOSING
DESSAISISSEMENT;-1;DIVESTITURE
DÉSINVESTISSEMENTS;-1;DIVESTMENTS
DÉSINVESTISSEMENT;-1;DIVESTMENT
CESSIONS D’ACTIFS;-1;DISPOSALS OF ASSETS
DÉPARTIT;-1;DISPOSED
DIVORCE;-1;DIVORCE
DIVORCÉ;-1;DIVORCE
DIVULGUER DES;-1;DISCLOSE THE
DIVULGUÉ;-1;DISCLOSED
DIVULGUE;-1;DISCLOSES
DIVULGATION DE;-1;DISCLOSURE OF
DOUTE;-1;DOUBT
MISE EN DOUTE;-1;QUESTIONING
DOUTEUX;-1;DOUBTFUL
DOUTES;-1;DOUBTS
DOWNGRADE;-1;DOWNGRADE
DÉCLASSÉ;-1;DOWNGRADED
DÉCLASSEMENTS;-1;DOWNGRADES
SANS DÉCLASSEMENT;-1;WITHOUT DECOMMISSIONING
RÉDUIRE LA TAILLE;-1;REDUCE THE SIZE
RÉDUIT;-1;REDUCED
RÉTRÉCIT;-1;SHRINKS
RÉDUCTION DES EFFECTIFS;-1;DOWNSIZING
RÉDUCTIONS;-1;REDUCTIONS
TEMPS D’ARRÊT;-1;DOWNTIME
TEMPS D’ARRÊT;-1;DOWNTIME
RALENTISSEMENT DE L’ACTIVITÉ;-1;DOWNTURN
RALENTISSEMENTS;-1;SLOWDOWNS
À LA BAISSE;-1;DOWNWARD
VERS LE BAS;-1;DOWN
DRAG;-1;DRAG
DRASTIQUES;-1;DRASTIC
RADICALEMENT;-1;RADICALLY
DRAWBACK;-1;DUTY DRAWBACK
INCONVÉNIENTS;-1;DISADVANTAGES
A CHUTÉ;-1;DROPPED
SÉCHERESSE;-1;DROUGHT
SÉCHERESSES;-1;DROUGHTS
CONTRAINTE;-1;CONSTRAINT
DYSFONCTION;-1;DYSFUNCTION
DYSFONCTIONNELLE;-1;DYSFUNCTIONAL
DYSFONCTIONNEMENTS;-1;MALFUNCTIONS
D’ACCÉLÉRATION;-1;ACCELERATION
FLAGRANTS;-1;BLATANT
FLAGRANTE;-1;BLATANT
EMBARGO SUR;-1;EMBARGO ON
SOUS EMBARGO;-1;UNDER EMBARGO
EMBARGOS;-1;EMBARGOES
DÉNONCIATION;-1;DENUNCIATION
EMBARRASSER;-1;EMBARRASS
EMBARRASSÉ;-1;EMBARRASSED
EMBARRASSE;-1;EMBARRASSED
EMBARRASSANT;-1;EMBARRASSING
EMBARRAS;-1;EMBARRASSMENT
EMBARRAS;-1;EMBARRASSMENT
DÉTOURNER;-1;DIVERT
DÉTOURNÉ;-1;HIJACKED
DÉTOURNEMENT DE FONDS;-1;MISAPPROPRIATION OF FUNDS
DÉTOURNEMENTS DE FONDS;-1;MISAPPROPRIATION OF FUNDS
EMBEZZLER;-1;EMBEZZLER
DÉTOURNE;-1;DIVERTS
AVOIR DÉTOURNÉ;-1;EMBEZZLING
EMPIÉTER;-1;ENCROACH
EMPIÉTÉ;-1;ENCROACHED
EMPIÈTE;-1;ENCROACHING
EMPIÉTANT;-1;ENCROACHING
EMPIÈTEMENT;-1;ENCROACHMENT
EMPIÉTEMENTS;-1;ENCROACHMENTS
GREVER;-1;ENCUMBER
GREVÉ D’UNE CHARGE;-1;SUBJECT TO A CHARGE
ENCOMBRANT;-1;BULKY
ENCOMBRE;-1;CLUTTERS
CHARGE;-1;LOAD
CHARGES;-1;LOADS
METTRE EN DANGER;-1;TO ENDANGER
EN VOIE DE DISPARITION;-1;ENDANGERED
METTRE EN DANGER;-1;TO ENDANGER
MISE EN DANGER;-1;ENDANGERING
MET EN DANGER;-1;ENDANGERS
INTERDIRE;-1;BAN
ENJOINT;-1;DIRECTED
INTERDISANT À;-1;PROHIBITING
ENJOINT;-1;DIRECTED
ÉRODER;-1;ERODE
ÉRODÉS;-1;ERODED
ÉRODE;-1;ERODING
ÉRODER;-1;ERODE
ÉROSION;-1;EROSION
ERRATIQUE;-1;ERRATIC
ERRATIQUE;-1;ERRATIC
A COMMIS UNE ERREUR;-1;COMMITTED AN ERROR
PÉCHER PAR;-1;ERR ON THE
ERRONÉE;-1;WRONG
PAR ERREUR;-1;BY MISTAKE
ERREUR;-1;ERROR
ERREURS;-1;ERRORS
SE TROMPE;-1;SE TROMPE
S’AGGRAVER;-1;GET WORSE
DÉGÉNÉRÉ;-1;DEGENERATE
S’AGGRAVE;-1;WORSENS
ESCALADE DE LA;-1;ESCALATION OF THE
SE SOUSTRAIRE;-1;EVADE
ÉLUDÉ;-1;EVADED
EVADES;-1;EVADES
SE SOUSTRAIRE;-1;EVADE
ÉVASION;-1;ESCAPE
EVASIONS;-1;ESCAPES
ÉVASIVES;-1;EVASIVE
EXPULSER;-1;EXPEL
EXPULSÉES;-1;EVICTED
EXPULSANT;-1;EXPELLING
ÉVICTION;-1;FORECLOSURE
EXPULSIONS;-1;EVICTIONS
EXPULSE;-1;EXPELS
EXACERBER;-1;EXACERBATE
EXACERBÉ;-1;EXACERBATED
EXACERBE;-1;EXACERBATES
EXACERBANT;-1;EXACERBATING
EXACERBATION;-1;EXACERBATION
EXACERBATIONS;-1;EXACERBATIONS
EXAGÉRER;-1;EXAGGERATE
EXAGÉRÉ;-1;EXAGGERATED
EXAGÈRE;-1;EXAGGERATING
EXAGÉRER;-1;EXAGGERATE
EXAGÉRATION;-1;EXAGGERATION
EXCESSIVE;-1;EXCESSIVE
EXCESSIVEMENT;-1;EXCESSIVELY
DISCULPER;-1;EXONERATE
DISCULPER;-1;EXONERATE
DISCULPE;-1;EXONERATE
DISCULPER;-1;EXONERATE
DISCULPATION;-1;EXONERATION
EXCULPATIONS;-1;EXCULPATIONS
DISCULPATOIRES;-1;EXCULPATORY
EXONÉRER;-1;EXEMPT
DISCULPÉ;-1;EXONERATED
EXONÈRE;-1;EXEMPTS
EXONÉRANT;-1;EXEMPTING
EXONÉRATION;-1;EXEMPTION
EXONÉRATIONS;-1;EXEMPTIONS
EXPLOIT;-1;FEAT
EXPLOITATION;-1;OPERATION
EXPLOITATIONS;-1;FARMS
EXPLOITEUR;-1;EXPLOITER
EXPLOITÉES;-1;EXPLOITED
EXPLOITANT;-1;OPERATOR
EXPLOITS;-1;EXPLOITS
EXPOSER;-1;EXPOSE
EXPOSÉS;-1;PRESENTATIONS
EXPOSE LES;-1;EXPOSES THE
EXPOSANT;-1;EXHIBITOR
EXPROPRIER;-1;EXPROPRIATE
EXPROPRIÉ;-1;EXPROPRIATED PARTY
EXPROPRIE;-1;EXPROPRIATED
EXPROPRIANTE;-1;EXPROPRIATING PARTY
EXPROPRIATION;-1;EXPROPRIATION
EXPROPRIATIONS;-1;EXPROPRIATIONS
EXPULSION;-1;EXPULSION
EXPULSIONS;-1;EVICTIONS
ATTÉNUANTES;-1;MITIGATING
EN CAS D’ÉCHEC;-1;IN CASE OF FAILURE
A ÉCHOUÉ;-1;FAILED
FAUTE DE;-1;FAULT
DÉFAILLANCES;-1;FAILURES
ÉCHOUE;-1;FAILS
ÉCHEC;-1;FAILURE
ÉCHECS;-1;CHESS
FALLOUT;-1;FALLOUT
ONWAAR;-1;ONWAAR
FAUSSEMENT;-1;FALSELY
